Celltype	GeneID	Gene	Peak	Entrezgene	Zscore	Specificity	Rank
Basophils	p1@IL4	IL4	p1	3565	15.85918314	3	1
Basophils	p2@THAP9	THAP9	p2	79725	5.444295912	4	3
Basophils	p3@WRAP53	WRAP53	p3	55135	5.881739484	5	3
Basophils	p2@LOC401588	LOC401588	p2	401588	5.200328278	5	3
Basophils	p1@DDIT3	DDIT3	p1	1649	6.701429541	6	3
Basophils	p1@HRH4	HRH4	p1	59340	6.247614478	6	2
Basophils	p1@IFNG	IFNG	p1	3458	5.247382429	6	2
Basophils	p2@TRDMT1	TRDMT1	p2	1787	12.56710739	8	1
Basophils	p1@EAF1	EAF1	p1	85403	8.221404836	8	2
Basophils	p1@HSPC081	HSPC081	p1	100286989	6.376372715	8	2
Basophils	p1@KLF6	KLF6	p1	1316	6.133909575	8	3
Basophils	p2@LOC644727	LOC644727	p2	644727	5.909505126	8	2
Basophils	p1@AKIRIN2	AKIRIN2	p1	55122	6.137645742	9	2
Basophils	p1@DUSP10	DUSP10	p1	11221	6.093182014	9	3
Basophils	p1@RNU6ATAC	RNU6ATAC	p1	100151684	5.45332025	9	3
Basophils	p2@RASGEF1B	RASGEF1B	p2	153020	5.26632898	9	3
Basophils	p2@MANBAL	MANBAL	p2	63905	5.189967319	9	2
Basophils	p1@HSPA5	HSPA5	p1	3309	5.698656017	10	3
Basophils	p1@XCL1	XCL1	p1	6375	5.074870442	10	3
CD14-CD16+ Monocytes	p1@LOC200772	LOC200772	p1	200772	17.21539	2	1
CD14-CD16+ Monocytes	p1@PTX4	PTX4	p1	390667	17.05662	2	1
CD14-CD16+ Monocytes	p1@CLEC4F	CLEC4F	p1	165530	14.15006	3	1
CD14-CD16+ Monocytes	p1@SLC2A6	SLC2A6	p1	11182	9.861608	4	2
CD14-CD16+ Monocytes	p2@WDR11	WDR11	p2	55717	14.13955	4	1
CD14-CD16+ Monocytes	p1@LILRB1	LILRB1	p1	10859	9.571298	4	2
CD14-CD16+ Monocytes	p2@SH2D3C	SH2D3C	p2	10044	7.713134	5	3
CD14-CD16+ Monocytes	p1@GPBAR1	GPBAR1	p1	151306	10.23971	5	2
CD14-CD16+ Monocytes	p1@SH2D1B	SH2D1B	p1	117157	5.504827	5	2
CD14-CD16+ Monocytes	p1@FCGR3A	FCGR3A	p1	2214	15.43156	5	1
CD14-CD16+ Monocytes	p5@TNFRSF8	TNFRSF8	p5	943	15.21304	5	1
CD14-CD16+ Monocytes	p2@BATF3	BATF3	p2	55509	14.50976	5	1
CD14-CD16+ Monocytes	p1@NAAA	NAAA	p1	27163	10.02391	6	2
CD14-CD16+ Monocytes	p1@AIF1	AIF1	p1	199	12.27237	6	1
CD14-CD16+ Monocytes	p1@OAS1	OAS1	p1	4938	11.05969	6	1
CD14-CD16+ Monocytes	p3@MS4A7	MS4A7	p3	58475	14.32812	6	1
CD14-CD16+ Monocytes	p1@CX3CR1	CX3CR1	p1	1524	8.995934	7	2
CD14-CD16+ Monocytes	p1@C1orf162	C1orf162	p1	128346	7.731621	7	2
CD14-CD16+ Monocytes	p1@ABI3	ABI3	p1	51225	10.84462	7	1
CD14-CD16+ Monocytes	p1@LOC284837	LOC284837	p1	284837	10.77252	7	1
CD14-CD16+ Monocytes	p1@LYPD2	LYPD2	p1	137797	7.549778	7	2
CD14-CD16+ Monocytes	p1@TREX1	TREX1	p1	11277	7.221016	7	1
CD14-CD16+ Monocytes	p1@CASP5	CASP5	p1	838	6.651669	7	3
CD14-CD16+ Monocytes	p1@LILRA1	LILRA1	p1	11024	10.14313	7	1
CD14-CD16+ Monocytes	p1@C3AR1	C3AR1	p1	719	5.942436	7	3
CD14-CD16+ Monocytes	p1@VMO1	VMO1	p1	284013	5.477405	7	3
CD14-CD16+ Monocytes	p1@CYSLTR1	CYSLTR1	p1	10800	5.338807	8	3
CD14-CD16+ Monocytes	p1@LST1	LST1	p1	7940	12.64204	8	1
CD14-CD16+ Monocytes	p1@EMR1	EMR1	p1	2015	12.63941	8	1
CD14-CD16+ Monocytes	p1@CD300A	CD300A	p1	11314	8.850728	8	2
CD14-CD16+ Monocytes	p1@ICAM4	ICAM4	p1	3386	12.11242	8	1
CD14-CD16+ Monocytes	p1@SCIMP	SCIMP	p1	388325	8.390499	8	2
CD14-CD16+ Monocytes	p1@RAB24	RAB24	p1	53917	8.165168	8	1
CD14-CD16+ Monocytes	p1@FCER1G	FCER1G	p1	2207	10.28642	8	1
CD14-CD16+ Monocytes	p1@HEATR3	HEATR3	p1	55027	7.540495	8	1
CD14-CD16+ Monocytes	p1@BLVRA	BLVRA	p1	644	7.275256	8	2
CD14-CD16+ Monocytes	p1@CD101	CD101	p1	9398	6.892658	8	2
CD14-CD16+ Monocytes	p1@CALML4	CALML4	p1	91860	6.029382	8	3
CD14-CD16+ Monocytes	p1@CASP1	CASP1	p1	834	10.06149	8	1
CD14-CD16+ Monocytes	p1@CD300LF	CD300LF	p1	146722	9.883071	9	1
CD14-CD16+ Monocytes	p3@FAM110A	FAM110A	p3	83541	13.70005	9	1
CD14-CD16+ Monocytes	p1@CLEC12A	CLEC12A	p1	160364	9.421891	9	1
CD14-CD16+ Monocytes	p1@FGD2	FGD2	p1	221472	8.989345	9	2
CD14-CD16+ Monocytes	p1@LILRA5	LILRA5	p1	353514	8.6493	9	1
CD14-CD16+ Monocytes	p1@S100Z	S100Z	p1	170591	8.38024	9	2
CD14-CD16+ Monocytes	p1@CSF1R	CSF1R	p1	1436	7.311501	9	2
CD14-CD16+ Monocytes	p1@WARS	WARS	p1	7453	7.149698	9	3
CD14-CD16+ Monocytes	p1@MTMR11	MTMR11	p1	10903	5.818862	9	3
CD14-CD16+ Monocytes	p1@ALDH16A1	ALDH16A1	p1	126133	5.420726	9	1
CD14-CD16+ Monocytes	p1@LRRC25	LRRC25	p1	126364	9.814083	10	1
CD14-CD16+ Monocytes	p1@RGS19	RGS19	p1	10287	5.061492	10	3
CD14-CD16+ Monocytes	p1@BID	BID	p1	637	5.057507	10	3
CD14-CD16+ Monocytes	p1@CD300C	CD300C	p1	10871	9.472968	10	1
CD14-CD16+ Monocytes	p1@LILRB2	LILRB2	p1	10288	8.952893	10	1
CD14-CD16+ Monocytes	p1@SIGLEC10	SIGLEC10	p1	89790	8.728372	10	1
CD14-CD16+ Monocytes	p2@HOTAIRM1	HOTAIRM1	p2	100506311	8.529699	10	2
CD14-CD16+ Monocytes	p1@HCK	HCK	p1	3055	7.880921	10	2
CD14-CD16+ Monocytes	p1@LOC100505746	LOC100505746	p1	100505746	7.579826	10	2
CD14-CD16+ Monocytes	p1@ZGLP1	ZGLP1	p1	100125288	7.212103	10	2
CD14-CD16+ Monocytes	p1@TBXAS1	TBXAS1	p1	6916	6.748572	10	2
CD14-CD16+ Monocytes	p3@DUS2L	DUS2L	p3	54920	6.431333	10	2
CD14+ Monocytes	p1@LOC401463	LOC401463	p1	401463	17.28731	2	1
CD14+ Monocytes	p1@NLRP3	NLRP3	p1	114548	17.2676	2	1
CD14+ Monocytes	p1@LOC152225	LOC152225	p1	152225	17.06677	3	1
CD14+ Monocytes	p2@LOC142937	LOC142937	p2	142937	16.85323	3	1
CD14+ Monocytes	p2@AP3S2	AP3S2	p2	10239	8.368807	3	3
CD14+ Monocytes	p2@LINC00528	LINC00528	p2	200298	6.07718	3	3
CD14+ Monocytes	p1@MIR3945	MIR3945	p1	100500818	6.008229	3	3
CD14+ Monocytes	p3@SNX10	SNX10	p3	29887	5.786404	3	2
CD14+ Monocytes	p1@AQP9	AQP9	p1	366	5.341266	3	3
CD14+ Monocytes	p1@GPR132	GPR132	p1	29933	16.39202	4	1
CD14+ Monocytes	p1@MIR155HG	MIR155HG	p1	114614	16.05553	4	1
CD14+ Monocytes	p1@LOC641510	LOC641510	p1	641510	14.55004	4	1
CD14+ Monocytes	p1@IRAK2	IRAK2	p1	3656	11.61529	4	1
CD14+ Monocytes	p1@SLC2A6	SLC2A6	p1	11182	11.26358	4	1
CD14+ Monocytes	p2@THAP9	THAP9	p2	79725	9.463443	4	2
CD14+ Monocytes	p2@HIVEP1	HIVEP1	p2	3096	9.150693	4	2
CD14+ Monocytes	p2@SLC9A8	SLC9A8	p2	23315	8.707439	4	2
CD14+ Monocytes	p1@DENND5A	DENND5A	p1	23258	6.723504	4	2
CD14+ Monocytes	p1@LOC100289495	LOC100289495	p1	100289495	5.965314	4	2
CD14+ Monocytes	p1@PLAUR	PLAUR	p1	5329	5.435872	4	3
CD14+ Monocytes	p2@ARHGAP31	ARHGAP31	p2	57514	5.21541	4	2
CD14+ Monocytes	p2@MIR1538	MIR1538	p2	100302119	15.99149	5	1
CD14+ Monocytes	p1@LOC100131831	LOC100131831	p1	100131831	15.98317	5	1
CD14+ Monocytes	p4@CCDC122	CCDC122	p4	160857	15.72497	5	1
CD14+ Monocytes	p1@LOC440028	LOC440028	p1	440028	15.64823	5	1
CD14+ Monocytes	p1@CCL3	CCL3	p1	6348	13.71878	5	1
CD14+ Monocytes	p3@WRAP53	WRAP53	p3	55135	12.08175	5	1
CD14+ Monocytes	p1@EHD1	EHD1	p1	10938	10.58251	5	1
CD14+ Monocytes	p1@LOC100130442	LOC100130442	p1	100130442	10.1846	5	1
CD14+ Monocytes	p1@TRAF1	TRAF1	p1	7185	8.910304	5	2
CD14+ Monocytes	p1@RNF19B	RNF19B	p1	127544	8.163113	5	2
CD14+ Monocytes	p1@PNPLA8	PNPLA8	p1	50640	8.114476	5	3
CD14+ Monocytes	p1@NFKBIZ	NFKBIZ	p1	64332	7.299515	5	2
CD14+ Monocytes	p2@LOC401588	LOC401588	p2	401588	6.63793	5	2
CD14+ Monocytes	p1@IFNB1	IFNB1	p1	3456	6.463345	5	3
CD14+ Monocytes	p1@LOC338758	LOC338758	p1	338758	15.56591	6	1
CD14+ Monocytes	p1@FLJ16341	FLJ16341	p1	400957	14.65444	6	1
CD14+ Monocytes	p2@TICAM1	TICAM1	p2	148022	14.09578	6	1
CD14+ Monocytes	p1@NFKBIA	NFKBIA	p1	4792	10.73899	6	2
CD14+ Monocytes	p1@PRDM1	PRDM1	p1	639	10.70012	6	1
CD14+ Monocytes	p1@AHR	AHR	p1	196	10.48629	6	1
CD14+ Monocytes	p1@C9orf72	C9orf72	p1	203228	10.08578	6	2
CD14+ Monocytes	p2@SPAG5-AS1	SPAG5-AS1	p2	100506436	9.719581	6	2
CD14+ Monocytes	p13@HLA-DRB1	HLA-DRB1	p13	3123	9.296775	6	2
CD14+ Monocytes	p1@ZNFX1	ZNFX1	p1	57169	6.804677	6	2
CD14+ Monocytes	p2@NFKB2	NFKB2	p2	4791	6.580784	6	2
CD14+ Monocytes	p1@CCRN4L	CCRN4L	p1	25819	6.210796	6	3
CD14+ Monocytes	p1@GPCPD1	GPCPD1	p1	56261	5.583703	6	3
CD14+ Monocytes	p1@IFIH1	IFIH1	p1	64135	5.53636	6	3
CD14+ Monocytes	p2@LOC401320	LOC401320	p2	401320	5.244216	6	3
CD14+ Monocytes	p1@ITPRIP	ITPRIP	p1	85450	5.121139	6	3
CD14+ Monocytes	p1@TBC1D7	TBC1D7	p1	51256	5.108379	6	3
CD14+ Monocytes	p1@LOC653581	LOC653581	p1	653581	15.45141	7	1
CD14+ Monocytes	p1@RIN2	RIN2	p1	54453	15.37941	7	1
CD14+ Monocytes	p3@ARMC5	ARMC5	p3	79798	14.16297	7	1
CD14+ Monocytes	p2@MGC39372	MGC39372	p2	221756	13.52717	7	1
CD14+ Monocytes	p1@CXCL2	CXCL2	p1	2920	13.21706	7	1
CD14+ Monocytes	p2@FLJ31945	FLJ31945	p2	440137	13.20451	7	1
CD14+ Monocytes	p1@ZBTB43	ZBTB43	p1	23099	12.25851	7	1
CD14+ Monocytes	p1@CD300E	CD300E	p1	342510	10.78944	7	1
CD14+ Monocytes	p1@MYO9B	MYO9B	p1	4650	8.915028	7	1
CD14+ Monocytes	p1@DDX3Y	DDX3Y	p1	8653	7.127223	7	2
CD14+ Monocytes	p1@ATP2B1	ATP2B1	p1	490	6.666003	7	3
CD14+ Monocytes	p1@ZNF267	ZNF267	p1	10308	6.236707	7	3
CD14+ Monocytes	p1@UBE2D1	UBE2D1	p1	7321	6.216928	7	3
CD14+ Monocytes	p1@TBK1	TBK1	p1	29110	5.90671	7	3
CD14+ Monocytes	p1@TSC22D2	TSC22D2	p1	9819	5.743623	7	3
CD14+ Monocytes	p1@ETV3	ETV3	p1	2117	5.639243	7	3
CD14+ Monocytes	p1@PLK3	PLK3	p1	1263	5.538916	7	3
CD14+ Monocytes	p1@PIK3R5	PIK3R5	p1	23533	5.379519	7	3
CD14+ Monocytes	p1@ICAM1	ICAM1	p1	3383	5.196138	7	2
CD14+ Monocytes	p1@EREG	EREG	p1	2069	14.62947	8	1
CD14+ Monocytes	p1@LINC00346	LINC00346	p1	283487	14.40802	8	1
CD14+ Monocytes	p1@GPR84	GPR84	p1	53831	13.46793	8	1
CD14+ Monocytes	p2@TNFAIP8	TNFAIP8	p2	25816	13.09129	8	1
CD14+ Monocytes	p2@LOC644727	LOC644727	p2	644727	12.74183	8	1
CD14+ Monocytes	p1@OTUD1	OTUD1	p1	220213	12.26641	8	1
CD14+ Monocytes	p1@OASL	OASL	p1	8638	11.51718	8	1
CD14+ Monocytes	p1@EAF1	EAF1	p1	85403	10.75322	8	1
CD14+ Monocytes	p1@MIR3613	MIR3613	p1	100500908	10.40529	8	1
CD14+ Monocytes	p1@THAP2	THAP2	p1	83591	9.852974	8	2
CD14+ Monocytes	p1@LOC100287467	LOC100287467	p1	100287467	9.822151	8	1
CD14+ Monocytes	p1@PMAIP1	PMAIP1	p1	5366	8.797956	8	1
CD14+ Monocytes	p1@IL27	IL27	p1	246778	8.267886	8	2
CD14+ Monocytes	p1@CD83	CD83	p1	9308	8.165898	8	2
CD14+ Monocytes	p2@TRDMT1	TRDMT1	p2	1787	8.072589	8	2
CD14+ Monocytes	p1@LOC100288432	LOC100288432	p1	100288432	8.038317	8	2
CD14+ Monocytes	p1@C12orf61	C12orf61	p1	283416	7.814457	8	2
CD14+ Monocytes	p1@KLF6	KLF6	p1	1316	7.585441	8	2
CD14+ Monocytes	p1@DSE	DSE	p1	29940	6.558716	8	2
CD14+ Monocytes	p2@ZAR1L	ZAR1L	p2	646799	6.337219	8	3
CD14+ Monocytes	p1@TAGAP	TAGAP	p1	117289	5.640427	8	3
CD14+ Monocytes	p1@SPATA5L1	SPATA5L1	p1	79029	5.299394	8	3
CD14+ Monocytes	p2@LOC100287559	LOC100287559	p2	100287559	5.292266	8	2
CD14+ Monocytes	p2@MANBAL	MANBAL	p2	63905	13.89761	9	1
CD14+ Monocytes	p1@AMPD3	AMPD3	p1	272	12.59079	9	1
CD14+ Monocytes	p1@NFKB1	NFKB1	p1	4790	11.47115	9	1
CD14+ Monocytes	p2@RASGEF1B	RASGEF1B	p2	153020	10.88069	9	1
CD14+ Monocytes	p1@RNU6ATAC	RNU6ATAC	p1	100151684	10.25989	9	1
CD14+ Monocytes	p1@ZHX2	ZHX2	p1	22882	9.754077	9	1
CD14+ Monocytes	p1@PPP1R15A	PPP1R15A	p1	23645	9.040734	9	1
CD14+ Monocytes	p1@GRASPOS	GRASPOS	p1	692159	8.991365	9	2
CD14+ Monocytes	p1@RIPK2	RIPK2	p1	8767	8.9855	9	2
CD14+ Monocytes	p1@FAM49A	FAM49A	p1	81553	8.4374	9	2
CD14+ Monocytes	p1@ABCA1	ABCA1	p1	19	8.196426	9	1
CD14+ Monocytes	p1@ZNF385A	ZNF385A	p1	25946	7.768053	9	3
CD14+ Monocytes	p1@ZFY	ZFY	p1	7544	7.516724	9	1
CD14+ Monocytes	p1@CLEC6A	CLEC6A	p1	93978	7.327118	9	2
CD14+ Monocytes	p1@RNU12	RNU12	p1	267010	6.411645	9	3
CD14+ Monocytes	p1@LOC643936	LOC643936	p1	643936	6.213418	9	3
CD14+ Monocytes	p1@LOC100216545	LOC100216545	p1	100216545	5.864684	9	3
CD14+ Monocytes	p1@TNFAIP2	TNFAIP2	p1	7127	5.33159	9	3
CD14+ Monocytes	p1@LOC646329	LOC646329	p1	646329	5.330901	9	3
CD14+ Monocytes	p1@IL1B	IL1B	p1	3553	13.76923	10	1
CD14+ Monocytes	p1@MIR155	MIR155	p1	406947	13.703	10	1
CD14+ Monocytes	p2@LOC344967	LOC344967	p2	344967	11.1492	10	1
CD14+ Monocytes	p1@SRC	SRC	p1	6714	10.4457	10	1
CD14+ Monocytes	p1@RNU4ATAC	RNU4ATAC	p1	100151683	9.236916	10	1
CD14+ Monocytes	p1@RIN3	RIN3	p1	79890	8.620691	10	1
CD14+ Monocytes	p1@ZCWPW2	ZCWPW2	p1	152098	8.535076	10	2
CD14+ Monocytes	p1@SLCO3A1	SLCO3A1	p1	28232	8.383769	10	1
CD14+ Monocytes	p1@MAP3K8	MAP3K8	p1	1326	8.008008	10	2
CD14+ Monocytes	p1@ARL8B	ARL8B	p1	55207	7.883572	10	1
CD14+ Monocytes	p1@ZBTB2	ZBTB2	p1	57621	6.975263	10	2
CD14+ Monocytes	p2@RABGEF1	RABGEF1	p2	27342	6.94874	10	2
CD14+ Monocytes	p1@LILRB2	LILRB2	p1	10288	6.872211	10	3
CD14+ Monocytes	p1@SLC15A3	SLC15A3	p1	51296	6.838496	10	3
CD14+ Monocytes	p1@UBE2J1	UBE2J1	p1	51465	6.750562	10	2
CD14+ Monocytes	p1@ZFC3H1	ZFC3H1	p1	196441	6.409422	10	2
CD14+ Monocytes	p1@TNFAIP3	TNFAIP3	p1	7128	6.13661	10	3
CD14+ Monocytes	p1@LOC389634	LOC389634	p1	389634	5.815951	10	3
CD14+ Monocytes	p1@CSRNP1	CSRNP1	p1	64651	5.789796	10	3
CD14+ Monocytes	p1@IFNGR2	IFNGR2	p1	3460	5.605396	10	2
CD14+ Monocytes	p1@STX5	STX5	p1	6811	5.251672	10	2
CD14+ Monocytes	p1@TOM1	TOM1	p1	10043	5.017647	10	3
CD14+CD16- Monocytes	p1@LILRB1	LILRB1	p1	10859	7.412632	4	3
CD14+CD16- Monocytes	p1@TMEM150B	TMEM150B	p1	284417	6.005506	4	3
CD14+CD16- Monocytes	p2@FOLR3	FOLR3	p2	2352	5.437031	4	3
CD14+CD16- Monocytes	p1@FCN1	FCN1	p1	2219	5.675323	5	2
CD14+CD16- Monocytes	p1@FKBP15	FKBP15	p1	23307	5.549281	6	3
CD14+CD16- Monocytes	p1@CD300E	CD300E	p1	342510	7.883269	7	2
CD14+CD16- Monocytes	p1@C1orf162	C1orf162	p1	128346	7.159847	7	3
CD14+CD16- Monocytes	p1@LOC284837	LOC284837	p1	284837	7.119541	7	3
CD14+CD16- Monocytes	p1@LILRA1	LILRA1	p1	11024	7.101754	7	3
CD14+CD16- Monocytes	p1@VCAN	VCAN	p1	1462	6.985123	7	3
CD14+CD16- Monocytes	p1@FGD4	FGD4	p1	121512	5.717441	7	3
CD14+CD16- Monocytes	p1@CYP1B1-AS1	CYP1B1-AS1	p1	285154	11.98688	8	1
CD14+CD16- Monocytes	p1@FGL2	FGL2	p1	10875	8.244625	8	2
CD14+CD16- Monocytes	p1@CD14	CD14	p1	929	6.906418	8	3
CD14+CD16- Monocytes	p1@SCIMP	SCIMP	p1	388325	6.305181	8	3
CD14+CD16- Monocytes	p1@CYBB	CYBB	p1	1536	6.045386	8	3
CD14+CD16- Monocytes	p1@RNASE6	RNASE6	p1	6039	5.651914	8	3
CD14+CD16- Monocytes	p2@LILRA6	LILRA6	p2	79168	5.471913	8	2
CD14+CD16- Monocytes	p1@CASP1	CASP1	p1	834	5.236248	8	3
CD14+CD16- Monocytes	p1@CLEC6A	CLEC6A	p1	93978	13.53348	9	1
CD14+CD16- Monocytes	p1@CCR2	CCR2	p1	729230	10.7465	9	1
CD14+CD16- Monocytes	p1@MTMR11	MTMR11	p1	10903	10.12713	9	1
CD14+CD16- Monocytes	p1@S100Z	S100Z	p1	170591	9.293783	9	1
CD14+CD16- Monocytes	p1@MS4A6A	MS4A6A	p1	64231	8.733462	9	2
CD14+CD16- Monocytes	p1@ZNF385A	ZNF385A	p1	25946	7.800487	9	2
CD14+CD16- Monocytes	p1@CLEC12A	CLEC12A	p1	160364	7.560039	9	3
CD14+CD16- Monocytes	p1@CD300LF	CD300LF	p1	146722	6.261987	9	3
CD14+CD16- Monocytes	p2@MLKL	MLKL	p2	197259	5.861484	9	3
CD14+CD16- Monocytes	p1@EVI2B	EVI2B	p1	2124	5.603924	9	2
CD14+CD16- Monocytes	p1@FGD2	FGD2	p1	221472	5.473928	9	3
CD14+CD16- Monocytes	p1@TLR8	TLR8	p1	51311	5.0661	9	3
CD14+CD16- Monocytes	p3@APBB3	APBB3	p3	10307	9.479245	10	1
CD14+CD16- Monocytes	p1@MARCH1	Mar-01	p1	55016	7.797735	10	2
CD14+CD16- Monocytes	p1@LY86	LY86	p1	9450	7.763625	10	1
CD14+CD16- Monocytes	p1@CTSS	CTSS	p1	1520	7.369236	10	3
CD14+CD16- Monocytes	p1@SIRPB2	SIRPB2	p1	284759	6.998881	10	2
CD14+CD16- Monocytes	p2@NUP214	NUP214	p2	8021	6.807536	10	2
CD14+CD16- Monocytes	p1@AP1S2	AP1S2	p1	8905	6.775729	10	1
CD14+CD16- Monocytes	p1@CD300C	CD300C	p1	10871	5.60467	10	3
CD14+CD16- Monocytes	p1@SPATA13	SPATA13	p1	221178	5.470483	10	3
CD14+CD16- Monocytes	p1@LOC100505746	LOC100505746	p1	100505746	5.418281	10	3
CD14+CD16- Monocytes	p1@CLEC7A	CLEC7A	p1	64581	5.406298	10	3
CD14+CD16+ Monocytes	p1@CLEC4F	CLEC4F	p1	165530	8.710329	3	2
CD14+CD16+ Monocytes	p1@LILRB1	LILRB1	p1	10859	11.46434	4	1
CD14+CD16+ Monocytes	p1@GPBAR1	GPBAR1	p1	151306	10.44295	5	1
CD14+CD16+ Monocytes	p2@BATF3	BATF3	p2	55509	7.814439	5	2
CD14+CD16+ Monocytes	p5@TNFRSF8	TNFRSF8	p5	943	6.539317	5	2
CD14+CD16+ Monocytes	p1@FCGR3A	FCGR3A	p1	2214	5.736111	5	2
CD14+CD16+ Monocytes	p1@APOBEC3A	APOBEC3A	p1	200315	15.25091	6	1
CD14+CD16+ Monocytes	p1@NAAA	NAAA	p1	27163	11.39021	6	1
CD14+CD16+ Monocytes	p1@AIF1	AIF1	p1	199	10.27248	6	2
CD14+CD16+ Monocytes	p1@OAS1	OAS1	p1	4938	7.449414	6	2
CD14+CD16+ Monocytes	p3@MS4A7	MS4A7	p3	58475	7.101931	6	2
CD14+CD16+ Monocytes	p1@HLA-DPA1	HLA-DPA1	p1	3113	6.493522	6	3
CD14+CD16+ Monocytes	p1@C1orf162	C1orf162	p1	128346	10.25616	7	1
CD14+CD16+ Monocytes	p1@LILRA1	LILRA1	p1	11024	9.961193	7	2
CD14+CD16+ Monocytes	p1@ABI3	ABI3	p1	51225	8.595152	7	2
CD14+CD16+ Monocytes	p1@IFI30	IFI30	p1	10437	8.542559	7	1
CD14+CD16+ Monocytes	p1@LOC284837	LOC284837	p1	284837	8.542555	7	2
CD14+CD16+ Monocytes	p1@CD300E	CD300E	p1	342510	7.314168	7	3
CD14+CD16+ Monocytes	p1@TREX1	TREX1	p1	11277	7.070411	7	2
CD14+CD16+ Monocytes	p1@CX3CR1	CX3CR1	p1	1524	6.653341	7	3
CD14+CD16+ Monocytes	p1@SCIMP	SCIMP	p1	388325	9.537857	8	1
CD14+CD16+ Monocytes	p1@FGL2	FGL2	p1	10875	9.142567	8	1
CD14+CD16+ Monocytes	p1@CD300A	CD300A	p1	11314	8.862776	8	1
CD14+CD16+ Monocytes	p1@CASP1	CASP1	p1	834	8.247021	8	2
CD14+CD16+ Monocytes	p1@FCER1G	FCER1G	p1	2207	8.059935	8	2
CD14+CD16+ Monocytes	p1@SETDB2	SETDB2	p1	83852	7.717211	8	2
CD14+CD16+ Monocytes	p1@BLVRA	BLVRA	p1	644	7.627948	8	1
CD14+CD16+ Monocytes	p1@LST1	LST1	p1	7940	6.933099	8	2
CD14+CD16+ Monocytes	p1@EMR1	EMR1	p1	2015	6.07654	8	3
CD14+CD16+ Monocytes	p1@RAB24	RAB24	p1	53917	5.884975	8	3
CD14+CD16+ Monocytes	p1@CYSLTR1	CYSLTR1	p1	10800	5.588735	8	2
CD14+CD16+ Monocytes	p1@HEATR3	HEATR3	p1	55027	5.44712	8	2
CD14+CD16+ Monocytes	p1@PSAP	PSAP	p1	5660	5.310888	8	3
CD14+CD16+ Monocytes	p2@LILRA6	LILRA6	p2	79168	5.124928	8	3
CD14+CD16+ Monocytes	p1@FGD2	FGD2	p1	221472	9.306705	9	1
CD14+CD16+ Monocytes	p1@CD300LF	CD300LF	p1	146722	9.159798	9	2
CD14+CD16+ Monocytes	p1@WARS	WARS	p1	7453	8.83589	9	1
CD14+CD16+ Monocytes	p1@LILRA5	LILRA5	p1	353514	8.472707	9	2
CD14+CD16+ Monocytes	p1@CLEC12A	CLEC12A	p1	160364	8.287953	9	2
CD14+CD16+ Monocytes	p1@S100Z	S100Z	p1	170591	7.259409	9	3
CD14+CD16+ Monocytes	p1@MTMR11	MTMR11	p1	10903	6.522086	9	2
CD14+CD16+ Monocytes	p3@FAM110A	FAM110A	p3	83541	5.068092	9	2
CD14+CD16+ Monocytes	p1@CD300C	CD300C	p1	10871	9.388617	10	2
CD14+CD16+ Monocytes	p1@CTSS	CTSS	p1	1520	8.265994	10	1
CD14+CD16+ Monocytes	p1@LILRB2	LILRB2	p1	10288	7.502598	10	2
CD14+CD16+ Monocytes	p1@HCK	HCK	p1	3055	7.042232	10	3
CD14+CD16+ Monocytes	p1@LY86	LY86	p1	9450	7.027585	10	2
CD14+CD16+ Monocytes	p1@LRRC25	LRRC25	p1	126364	6.975487	10	2
CD14+CD16+ Monocytes	p1@TBXAS1	TBXAS1	p1	6916	6.663535	10	3
CD14+CD16+ Monocytes	p2@HOTAIRM1	HOTAIRM1	p2	100506311	6.271546	10	3
CD14+CD16+ Monocytes	p1@AP1S2	AP1S2	p1	8905	5.913712	10	2
CD14+CD16+ Monocytes	p1@DRAM2	DRAM2	p1	128338	5.059088	10	3
CD19+ B Cells	p1@FCER2	FCER2	p1	2208	17.26031	1	1
CD19+ B Cells	p2@PNOC	PNOC	p2	5368	17.08652	2	1
CD19+ B Cells	p1@CD79B	CD79B	p1	974	16.67548	3	1
CD19+ B Cells	p1@IGHM	IGHM	p1	3507	16.53784	3	1
CD19+ B Cells	p1@TCL1A	TCL1A	p1	8115	15.20944	3	1
CD19+ B Cells	p1@LOC283663	LOC283663	p1	283663	12.13695	3	1
CD19+ B Cells	p1@IGHD	IGHD	p1	3495	16.82162	4	1
CD19+ B Cells	p1@FCRL1	FCRL1	p1	115350	16.41362	4	1
CD19+ B Cells	p1@FCRL3	FCRL3	p1	115352	16.33682	4	1
CD19+ B Cells	p4@E2F5	E2F5	p4	1875	16.12247	4	1
CD19+ B Cells	p1@FAM129C	FAM129C	p1	199786	12.62951	4	1
CD19+ B Cells	p2@WDR11	WDR11	p2	55717	8.502624	4	2
CD19+ B Cells	p1@KIAA0226L	KIAA0226L	p1	80183	8.003387	4	3
CD19+ B Cells	p1@IL4R	IL4R	p1	3566	6.934551	4	3
CD19+ B Cells	p1@HLA-DPB1	HLA-DPB1	p1	3115	5.744193	4	3
CD19+ B Cells	p1@BANK1	BANK1	p1	55024	16.38483	5	1
CD19+ B Cells	p1@MS4A1	MS4A1	p1	931	16.28411	5	1
CD19+ B Cells	p1@BTLA	BTLA	p1	151888	15.47911	5	1
CD19+ B Cells	p1@TMEM156	TMEM156	p1	80008	13.35554	5	1
