Celltype	GeneID	Gene	Peak	Entrezgene	Zscore	Specificity	Rank
Fibroblast - skin	p1@UBE2V1	UBE2V1	p1	7335	9.126689	8	1
Fibroblast - skin	p1@SUMO1P3	SUMO1P3	p1	474338	10.99461	8	1
Fibroblast - skin	p3@PPP1R9B	PPP1R9B	p3	84687	6.070617	8	2
Fibroblast - skin	p1@LUZP6	LUZP6	p1	767558	9.04372	8	1
Fibroblast - skin	p1@C12orf48	C12orf48	p1	55010	8.983469	8	1
Fibroblast - skin	p1@SNX11	SNX11	p1	29916	8.969877	8	1
Fibroblast - skin	p1@TIPRL	TIPRL	p1	261726	5.960844	8	1
Fibroblast - skin	p1@RARS	RARS	p1	5917	10.88379	8	1
Fibroblast - skin	p1@NCL	NCL	p1	4691	7.750449	8	1
Fibroblast - skin	p1@HAUS8	HAUS8	p1	93323	8.889777	8	1
Fibroblast - skin	p1@RPL14	RPL14	p1	9045	5.737648	8	2
Fibroblast - skin	p1@ZWILCH	ZWILCH	p1	55055	8.849079	8	1
Fibroblast - skin	p1@TXNDC9	TXNDC9	p1	10190	5.716325	8	2
Fibroblast - skin	p1@SNRPD3	SNRPD3	p1	6634	8.725111	8	1
Fibroblast - skin	p2@ZNF215	ZNF215	p2	7762	8.705535	8	2
Fibroblast - skin	p1@MFN1	MFN1	p1	55669	7.533282	8	1
Fibroblast - skin	p1@BRD8	BRD8	p1	10902	5.631657	8	2
Fibroblast - skin	p1@POMP	POMP	p1	51371	10.41013	8	1
Fibroblast - skin	p1@WDHD1	WDHD1	p1	11169	12.61749	8	1
Fibroblast - skin	p1@RAD17	RAD17	p1	5884	5.583717	8	1
Fibroblast - skin	p1@NFYB	NFYB	p1	4801	5.57228	8	2
Fibroblast - skin	p1@STX8	STX8	p1	9482	10.31512	8	1
Fibroblast - skin	p1@CFL2	CFL2	p1	1073	10.21457	8	1
Fibroblast - skin	p1@NOL11	NOL11	p1	25926	10.16876	8	1
Fibroblast - skin	p1@COPZ1	COPZ1	p1	22818	8.182821	8	1
Fibroblast - skin	p1@MRPL51	MRPL51	p1	51258	8.072498	8	1
Fibroblast - skin	p1@SARNP	SARNP	p1	84324	10.16683	8	1
Fibroblast - skin	p1@ACTL6A	ACTL6A	p1	86	7.727794	8	1
Fibroblast - skin	p1@DLD	DLD	p1	1738	10.03597	9	1
Fibroblast - skin	p1@KIAA0020	KIAA0020	p1	9933	7.99589	9	1
Fibroblast - skin	p1@PIGK	PIGK	p1	10026	7.402588	9	1
Fibroblast - skin	p1@TBCE	TBCE	p1	6905	7.951118	9	1
Fibroblast - skin	p1@C5orf51	C5orf51	p1	285636	7.390373	9	1
Fibroblast - skin	p1@LYSMD3	LYSMD3	p1	116068	7.301556	9	1
Fibroblast - skin	p1@WDR3	WDR3	p1	10885	7.252387	9	1
Fibroblast - skin	p1@LSM5	LSM5	p1	23658	10.14019	9	1
Fibroblast - skin	p1@CENPE	CENPE	p1	1062	9.854615	9	1
Fibroblast - skin	p1@XRCC4	XRCC4	p1	7518	12.29746	9	1
Fibroblast - skin	p1@TSPAN31	TSPAN31	p1	6302	7.70101	9	1
Fibroblast - skin	p1@SUMO1	SUMO1	p1	7341	6.937064	9	1
Fibroblast - skin	p1@NVL	NVL	p1	4931	9.779753	9	1
Fibroblast - skin	p1@DENR	DENR	p1	8562	6.836098	9	1
Fibroblast - skin	p1@UAP1	UAP1	p1	6675	11.88425	9	1
Fibroblast - skin	p1@LARS	LARS	p1	51520	6.797692	9	2
Fibroblast - skin	p1@FOPNL	FOPNL	p1	123811	9.593908	9	1
Fibroblast - skin	p1@RBM41	RBM41	p1	55285	6.696087	9	1
Fibroblast - skin	p1@CHCHD7	CHCHD7	p1	79145	9.472242	9	1
Fibroblast - skin	p1@GEMIN6	GEMIN6	p1	79833	6.683983	9	1
Fibroblast - skin	p1@IPO8	IPO8	p1	10526	6.668967	9	1
Fibroblast - skin	p1@MMADHC	MMADHC	p1	27249	7.862522	9	1
Fibroblast - skin	p1@RSL24D1	RSL24D1	p1	51187	6.48674	9	2
Fibroblast - skin	p1@MMP3	MMP3	p1	4314	11.28864	9	1
Fibroblast - skin	p1@ASNSD1	ASNSD1	p1	54529	6.449583	9	1
Fibroblast - skin	p1@PIP5K1A	PIP5K1A	p1	8394	6.379629	9	1
Fibroblast - skin	p1@UBAP2L	UBAP2L	p1	9898	6.367761	9	2
Fibroblast - skin	p1@TBC1D23	TBC1D23	p1	55773	7.756494	9	1
Fibroblast - skin	p1@SAR1B	SAR1B	p1	51128	6.188522	9	2
Fibroblast - skin	p1@VPS29	VPS29	p1	51699	6.161155	9	1
Fibroblast - skin	p1@SSR1	SSR1	p1	6745	6.13484	9	2
Fibroblast - skin	p1@LSM7	LSM7	p1	51690	9.078432	9	1
Fibroblast - skin	p1@PSMB4	PSMB4	p1	5692	5.975749	9	1
Fibroblast - skin	p1@MYCBP	MYCBP	p1	26292	8.956238	9	1
Fibroblast - skin	p1@PSMA3	PSMA3	p1	5684	10.82212	9	1
Fibroblast - skin	p1@SAR1A	SAR1A	p1	56681	5.865771	9	1
Fibroblast - skin	p1@MICU1	MICU1	p1	10367	5.850035	9	2
Fibroblast - skin	p1@PHAX	PHAX	p1	51808	5.757013	9	1
Fibroblast - skin	p1@MNAT1	MNAT1	p1	4331	8.882779	9	1
Fibroblast - skin	p1@MRPL42	MRPL42	p1	28977	7.594671	9	1
Fibroblast - skin	p1@TRNT1	TRNT1	p1	51095	5.729663	9	1
Fibroblast - skin	p1@LYRM2	LYRM2	p1	57226	5.704437	9	2
Fibroblast - skin	p1@FAM204A	FAM204A	p1	63877	8.657959	9	1
Fibroblast - skin	p1@OLA1	OLA1	p1	29789	5.698578	9	2
Fibroblast - skin	p2@SUPT6H	SUPT6H	p2	6830	5.686219	9	2
Fibroblast - skin	p1@APTX	APTX	p1	54840	8.57487	9	1
Fibroblast - skin	p1@NASP	NASP	p1	4678	8.551615	9	1
Fibroblast - skin	p1@CXorf26	CXorf26	p1	51260	8.487061	9	1
Fibroblast - skin	p1@CEP152	CEP152	p1	22995	5.602721	9	2
Fibroblast - skin	p1@NRD1	NRD1	p1	4898	5.599857	9	3
Fibroblast - skin	p1@PIN4	PIN4	p1	5303	12.58018	9	1
Fibroblast - skin	p2@RBBP8	RBBP8	p2	5932	8.408388	9	1
Fibroblast - skin	p1@ERLIN2	ERLIN2	p1	11160	5.429204	9	2
Fibroblast - skin	p1@MRPS33	MRPS33	p1	51650	8.150579	9	1
Fibroblast - skin	p1@SEC11A	SEC11A	p1	23478	8.109711	9	1
Fibroblast - skin	p1@CEP57L1	CEP57L1	p1	285753	5.338386	9	1
Fibroblast - skin	p1@CWC27	CWC27	p1	10283	5.281287	9	2
Fibroblast - skin	p1@BFAR	BFAR	p1	51283	5.267318	9	1
Fibroblast - skin	p1@ST13	ST13	p1	6767	5.238303	9	2
Fibroblast - skin	p1@NMD3	NMD3	p1	51068	5.237309	9	1
Fibroblast - skin	p1@NHP2L1	NHP2L1	p1	4809	5.225198	9	1
Fibroblast - skin	p1@TTK	TTK	p1	7272	8.006354	9	2
Fibroblast - skin	p1@ECI2	ECI2	p1	10455	7.482253	10	1
Fibroblast - skin	p1@ATXN3	ATXN3	p1	4287	7.451872	10	1
Fibroblast - skin	p1@MRPL40	MRPL40	p1	64976	7.440432	10	1
Fibroblast - skin	p1@EXOSC2	EXOSC2	p1	23404	10.01126	10	1
Fibroblast - skin	p1@ANXA1	ANXA1	p1	301	7.409799	10	1
Fibroblast - skin	p1@CCDC75	CCDC75	p1	253635	7.405164	10	2
Fibroblast - skin	p1@COPS4	COPS4	p1	51138	7.986373	10	1
Fibroblast - skin	p1@DDX18	DDX18	p1	8886	7.398302	10	1
Fibroblast - skin	p1@CENPN	CENPN	p1	55839	12.55946	10	1
Fibroblast - skin	p1@FANCB	FANCB	p1	2187	9.955541	10	1
Fibroblast - skin	p1@CSDE1	CSDE1	p1	7812	7.324324	10	1
Fibroblast - skin	p1@CENPK	CENPK	p1	64105	12.47163	10	1
Fibroblast - skin	p1@FKBP3	FKBP3	p1	2287	7.943794	10	1
Fibroblast - skin	p1@UMPS	UMPS	p1	7372	10.09226	10	1
Fibroblast - skin	p1@PBK	PBK	p1	55872	9.829952	10	1
Fibroblast - skin	p1@EAPP	EAPP	p1	55837	7.174645	10	1
Fibroblast - skin	p1@PSMA5	PSMA5	p1	5686	7.928763	10	1
Fibroblast - skin	p1@GAR1	GAR1	p1	54433	6.984505	10	1
Fibroblast - skin	p1@CBX5	CBX5	p1	23468	6.984231	10	1
Fibroblast - skin	p1@RIOK2	RIOK2	p1	55781	9.767389	10	1
Fibroblast - skin	p1@HMGB1	HMGB1	p1	3146	9.711386	10	1
Fibroblast - skin	p1@SH2D4A	SH2D4A	p1	63898	6.907069	10	2
Fibroblast - skin	p1@XRCC5	XRCC5	p1	7520	9.708924	10	1
Fibroblast - skin	p1@MRPL1	MRPL1	p1	65008	6.902513	10	1
Fibroblast - skin	p1@TPMT	TPMT	p1	7172	12.8211	10	1
Fibroblast - skin	p1@CCDC58	CCDC58	p1	131076	12.1584	10	1
Fibroblast - skin	p2@YWHAZ	YWHAZ	p2	7534	6.902093	10	1
Fibroblast - skin	p1@RBM8A	RBM8A	p1	9939	9.665795	10	1
Fibroblast - skin	p1@UBE2V2	UBE2V2	p1	7336	9.499062	10	1
Fibroblast - skin	p1@SNORD97	SNORD97	p1	692223	6.658909	10	2
Fibroblast - skin	p1@RPL36AL	RPL36AL	p1	6166	9.433202	10	1
Fibroblast - skin	p1@CDK7	CDK7	p1	1022	7.676004	10	1
Fibroblast - skin	p1@TYW3	TYW3	p1	127253	6.635865	10	1
Fibroblast - skin	p1@VRK1	VRK1	p1	7443	7.666721	10	1
Fibroblast - skin	p1@CENPQ	CENPQ	p1	55166	7.799007	10	1
Fibroblast - skin	p1@ECT2	ECT2	p1	1894	11.42065	10	1
Fibroblast - skin	p1@PSMC3	PSMC3	p1	5702	9.28825	10	1
Fibroblast - skin	p1@FAM36A	FAM36A	p1	116228	9.288008	10	1
Fibroblast - skin	p1@TAF15	TAF15	p1	8148	6.486745	10	2
Fibroblast - skin	p1@CCT8	CCT8	p1	10694	6.486094	10	1
Fibroblast - skin	p1@NCAPG2	NCAPG2	p1	54892	11.29445	10	1
Fibroblast - skin	p1@TMSB10	TMSB10	p1	9168	7.657389	10	1
Fibroblast - skin	p1@SLIRP	SLIRP	p1	81892	6.365701	10	1
Fibroblast - skin	p1@TRIAP1	TRIAP1	p1	51499	6.352368	10	1
Fibroblast - skin	p1@CYB5B	CYB5B	p1	80777	6.333429	10	1
Fibroblast - skin	p1@NSMCE1	NSMCE1	p1	197370	6.327621	10	1
Fibroblast - skin	p1@SSBP1	SSBP1	p1	6742	9.226552	10	1
Fibroblast - skin	p1@MKI67IP	MKI67IP	p1	84365	9.209303	10	1
Fibroblast - skin	p1@NOL10	NOL10	p1	79954	9.198878	10	1
Fibroblast - skin	p1@HNRNPC	HNRNPC	p1	3183	6.31234	10	2
Fibroblast - skin	p1@MCTS1	MCTS1	p1	28985	6.287119	10	1
Fibroblast - skin	p1@SSX2IP	SSX2IP	p1	117178	11.23916	10	1
Fibroblast - skin	p1@TIMMDC1	TIMMDC1	p1	51300	6.279346	10	1
Fibroblast - skin	p1@ALDH7A1	ALDH7A1	p1	501	6.270664	10	1
Fibroblast - skin	p1@C15orf63	C15orf63	p1	25764	6.176784	10	1
Fibroblast - skin	p1@MORF4L2	MORF4L2	p1	9643	9.087748	10	1
Fibroblast - skin	p1@NUSAP1	NUSAP1	p1	51203	7.602906	10	1
Fibroblast - skin	p1@RAD51AP1	RAD51AP1	p1	10635	10.92062	10	1
Fibroblast - skin	p1@EIF4B	EIF4B	p1	1975	5.911208	10	2
Fibroblast - skin	p1@TIMM8A	TIMM8A	p1	1678	8.947318	10	1
Fibroblast - skin	p1@SUMO2	SUMO2	p1	6613	5.905209	10	1
Fibroblast - skin	p1@ABCE1	ABCE1	p1	6059	8.919735	10	1
Fibroblast - skin	p1@SENP3	SENP3	p1	26168	5.892343	10	1
Fibroblast - skin	p1@NUP43	NUP43	p1	348995	8.876988	10	1
Fibroblast - skin	p1@PSMD14	PSMD14	p1	10213	8.673328	10	1
Fibroblast - skin	p1@MRPS18C	MRPS18C	p1	51023	8.634907	10	1
Fibroblast - skin	p1@ZRANB2	ZRANB2	p1	9406	5.640667	10	2
Fibroblast - skin	p1@ERH	ERH	p1	2079	8.550356	10	1
Fibroblast - skin	p1@RAD51C	RAD51C	p1	5889	7.502521	10	1
Fibroblast - skin	p1@PPIE	PPIE	p1	10450	5.621667	10	1
Fibroblast - skin	p1@MLH1	MLH1	p1	4292	5.59779	10	1
Fibroblast - skin	p1@TWF1	TWF1	p1	5756	5.522164	10	1
Fibroblast - skin	p1@PRC1	PRC1	p1	9055	10.22337	10	1
Fibroblast - skin	p1@NUDCD1	NUDCD1	p1	84955	5.515726	10	2
Fibroblast - skin	p1@TIMM21	TIMM21	p1	29090	5.514071	10	1
Fibroblast - skin	p1@FAM54A	FAM54A	p1	113115	8.290828	10	1
Fibroblast - skin	p1@NAP1L4	NAP1L4	p1	4676	8.192423	10	1
Fibroblast - skin	p1@GIN1	GIN1	p1	54826	5.373681	10	2
Fibroblast - skin	p2@CDC26	CDC26	p2	246184	8.179149	10	1
Fibroblast - skin	p1@THUMPD3	THUMPD3	p1	25917	5.329382	10	1
Fibroblast - skin	p1@BPNT1	BPNT1	p1	10380	5.189839	10	2
Fibroblast - skin	p1@RNF34	RNF34	p1	80196	5.186915	10	1
Fibroblast - skin	p1@RTCD1	RTCD1	p1	8634	5.144127	10	1
Fibroblast - skin	p1@TRAPPC4	TRAPPC4	p1	51399	5.121012	10	1
Fibroblast - skin	p1@PMS1	PMS1	p1	5378	5.08504	10	2
Fibroblast - skin	p1@SUGP1	SUGP1	p1	57794	8.050833	10	1
Fibroblast - skin	p1@PLRG1	PLRG1	p1	5356	8.016603	10	1
gamma delta positive T cells	p1@PPBPL1	PPBPL1	p1	728045	17.58557	1	1
gamma delta positive T cells	p1@TARP	TARP	p1	445347	17.48532	2	1
gamma delta positive T cells	p1@KLRC1	KLRC1	p1	3821	17.4382	2	1
gamma delta positive T cells	p1@ZNF683	ZNF683	p1	257101	12.17593	3	1
gamma delta positive T cells	p1@GZMB	GZMB	p1	3002	8.222656	3	2
gamma delta positive T cells	p1@KLRD1	KLRD1	p1	3824	16.87802	3	1
gamma delta positive T cells	p1@KLRF1	KLRF1	p1	51348	16.06349	3	1
gamma delta positive T cells	p1@GNLY	GNLY	p1	10578	14.0941	3	1
gamma delta positive T cells	p1@GZMK	GZMK	p1	3003	8.642429	4	3
gamma delta positive T cells	p1@SH2D1B	SH2D1B	p1	117157	15.06691	5	1
gamma delta positive T cells	p1@ZNF831	ZNF831	p1	128611	15.85935	5	1
gamma delta positive T cells	p1@KLRB1	KLRB1	p1	3820	13.74891	5	1
gamma delta positive T cells	p1@GZMA	GZMA	p1	3001	15.29355	5	1
gamma delta positive T cells	p1@CD226	CD226	p1	10666	13.01525	5	1
gamma delta positive T cells	p1@GZMH	GZMH	p1	2999	11.49847	6	1
gamma delta positive T cells	p1@PRF1	PRF1	p1	5551	15.24483	6	1
gamma delta positive T cells	p1@DOC2GP	DOC2GP	p1	390213	11.40389	6	1
gamma delta positive T cells	p1@NMUR1	NMUR1	p1	10316	11.31516	6	1
gamma delta positive T cells	p1@KLRG1	KLRG1	p1	10219	14.70546	6	1
gamma delta positive T cells	p2@FGFBP2	FGFBP2	p2	83888	14.3448	6	1
gamma delta positive T cells	p1@CXCR6	CXCR6	p1	10663	14.30681	6	1
gamma delta positive T cells	p1@ZNF600	ZNF600	p1	162966	12.6171	6	1
gamma delta positive T cells	p3@KLRK1	KLRK1	p3	22914	13.5323	6	1
gamma delta positive T cells	p1@NCR1	NCR1	p1	9437	11.87957	7	1
gamma delta positive T cells	p1@TTC16	TTC16	p1	158248	11.878	7	1
gamma delta positive T cells	p1@IL2RB	IL2RB	p1	3560	11.30828	7	1
gamma delta positive T cells	p1@CX3CR1	CX3CR1	p1	1524	10.1125	7	1
gamma delta positive T cells	p1@GPR25	GPR25	p1	2848	7.789587	7	2
gamma delta positive T cells	p2@SAMD3	SAMD3	p2	154075	14.2795	7	1
gamma delta positive T cells	p5@PTPN4	PTPN4	p5	5775	14.23526	7	1
gamma delta positive T cells	p1@GZMM	GZMM	p1	3004	13.56198	7	1
gamma delta positive T cells	p1@CTSW	CTSW	p1	1521	13.13616	7	1
gamma delta positive T cells	p1@NKG7	NKG7	p1	4818	12.94477	7	1
gamma delta positive T cells	p1@APOBEC3G	APOBEC3G	p1	60489	12.87679	8	1
gamma delta positive T cells	p1@PYHIN1	PYHIN1	p1	149628	11.24622	8	1
gamma delta positive T cells	p2@FUT11	FUT11	p2	170384	11.1221	8	1
gamma delta positive T cells	p1@GPR114	GPR114	p1	221188	9.474752	8	2
gamma delta positive T cells	p1@KLRC2	KLRC2	p1	3822	9.354601	8	1
gamma delta positive T cells	p1@DTHD1	DTHD1	p1	401124	7.025446	8	2
gamma delta positive T cells	p1@TBX21	TBX21	p1	30009	14.26991	8	1
gamma delta positive T cells	p1@COLQ	COLQ	p1	8292	14.26004	8	1
gamma delta positive T cells	p1@NCR3	NCR3	p1	259197	13.42647	8	1
gamma delta positive T cells	p1@CCL5	CCL5	p1	6352	8.767728	9	1
gamma delta positive T cells	p1@FCRL6	FCRL6	p1	343413	12.82453	9	1
gamma delta positive T cells	p1@CD160	CD160	p1	11126	14.77218	9	1
gamma delta positive T cells	p1@RUNX3	RUNX3	p1	864	7.522952	9	2
gamma delta positive T cells	p1@LAG3	LAG3	p1	3902	6.958914	9	2
gamma delta positive T cells	p1@GIMAP7	GIMAP7	p1	168537	6.048307	9	3
gamma delta positive T cells	p1@WDR67	WDR67	p1	93594	5.341734	9	3
gamma delta positive T cells	p1@PTGDR	PTGDR	p1	5729	13.75247	9	1
gamma delta positive T cells	p1@FASLG	FASLG	p1	356	11.20902	10	1
gamma delta positive T cells	p1@S1PR5	S1PR5	p1	53637	11.17275	10	1
gamma delta positive T cells	p1@XCL1	XCL1	p1	6375	10.54781	10	1
gamma delta positive T cells	p1@LAIR2	LAIR2	p1	3904	9.847493	10	1
gamma delta positive T cells	p1@PTPRCAP	PTPRCAP	p1	5790	8.432794	10	1
gamma delta positive T cells	p1@SCARNA17	SCARNA17	p1	677769	8.093318	10	1
gamma delta positive T cells	p1@BTN3A3	BTN3A3	p1	10384	7.959684	10	1
gamma delta positive T cells	p1@GPR171	GPR171	p1	29909	7.435919	10	2
gamma delta positive T cells	p1@EMBP1	EMBP1	p1	647121	6.417857	10	3
gamma delta positive T cells	p1@C5orf39	C5orf39	p1	389289	6.2807	10	2
gamma delta positive T cells	p1@B3GALT4	B3GALT4	p1	8705	6.070452	10	2
Mast cell	p1@TPSAB1	TPSAB1	p1	7177	17.77643	1	1
Mast cell	p1@MRGPRX2	MRGPRX2	p1	117194	17.77607	1	1
Mast cell	p1@TPSD1	TPSD1	p1	23430	17.77339	1	1
Mast cell	p1@CRLF2	CRLF2	p1	64109	17.77279	1	1
Mast cell	p1@CMA1	CMA1	p1	1215	17.76363	1	1
Mast cell	p1@TPSB2	TPSB2	p1	64499	17.75845	1	1
Mast cell	p2@CDK15	CDK15	p2	65061	17.75766	1	1
Mast cell	p2@IL1RL1	IL1RL1	p2	9173	17.75577	1	1
Mast cell	p1@CPA3	CPA3	p1	1359	17.73875	1	1
Mast cell	p1@PKI55	PKI55	p1	150967	17.73498	1	1
Mast cell	p2@NHLRC4	NHLRC4	p2	283948	17.72453	1	1
Mast cell	p1@SIGLEC6	SIGLEC6	p1	946	17.7179	1	1
Mast cell	p1@C1orf150	C1orf150	p1	148823	17.71391	1	1
Mast cell	p1@RGS13	RGS13	p1	6003	17.69621	1	1
Mast cell	p1@KIT	KIT	p1	3815	17.61681	1	1
Mast cell	p2@ODZ1	ODZ1	p2	10178	17.61563	1	1
Mast cell	p1@VWA5A	VWA5A	p1	4013	17.39291	1	1
Mast cell	p1@MS4A2	MS4A2	p1	2206	17.50223	2	1
Mast cell	p1@HPGDS	HPGDS	p1	27306	17.25505	2	1
Mast cell	p1@HDC	HDC	p1	3067	17.19735	2	1
Mast cell	p1@SIGLECP3	SIGLECP3	p1	284367	17.18425	2	1
Mast cell	p1@SLC18A2	SLC18A2	p1	6571	17.14723	2	1
Mast cell	p1@MIR4439	MIR4439	p1	100616207	17.09508	2	1
Mast cell	p1@IL13	IL13	p1	3596	14.91934	2	1
Mast cell	p1@HPGD	HPGD	p1	3248	9.892606	3	2
Mast cell	p1@FCER1A	FCER1A	p1	2205	5.183924	3	2
Mast cell	p1@SIGLEC8	SIGLEC8	p1	27181	9.157602	3	2
Mast cell	p1@FOXI2	FOXI2	p1	399823	16.90364	3	1
Mast cell	p1@GATA2	GATA2	p1	2624	16.37348	3	1
Mast cell	p1@CSF1	CSF1	p1	1435	15.82071	3	1
Mast cell	p2@FER	FER	p2	2241	14.992	3	1
Mast cell	p2@NDST2	NDST2	p2	8509	11.31761	3	2
Mast cell	p1@SVOPL	SVOPL	p1	136306	5.280752	4	2
Mast cell	p2@MIR3197	MIR3197	p2	100423023	5.09456	4	3
Mast cell	p1@LOC284454	LOC284454	p1	284454	7.196493	4	2
Mast cell	p6@FAM104B	FAM104B	p6	90736	16.93933	4	1
Mast cell	p2@BATF	BATF	p2	10538	16.63905	4	1
Mast cell	p1@LAX1	LAX1	p1	54900	16.38218	4	1
Mast cell	p1@AMHR2	AMHR2	p1	269	16.07218	4	1
Mast cell	p2@MIR3190	MIR3190	p2	100422899	16.01288	4	1
Mast cell	p1@PRKX	PRKX	p1	5613	14.15104	4	1
Mast cell	p1@EGR3	EGR3	p1	1960	5.233567	5	2
Mast cell	p1@C6orf25	C6orf25	p1	80739	7.827297	5	3
Mast cell	p1@PIK3R6	PIK3R6	p1	146850	16.39891	5	1
Mast cell	p1@EDARADD	EDARADD	p1	128178	15.81074	5	1
Mast cell	p2@PHACTR4	PHACTR4	p2	65979	15.74648	5	1
Mast cell	p1@ENPP3	ENPP3	p1	5169	15.5914	5	1
Mast cell	p2@AGAP1	AGAP1	p2	116987	15.38405	5	1
Mast cell	p1@FOSB	FOSB	p1	2354	14.71336	5	1
Mast cell	p1@CTNNBL1	CTNNBL1	p1	56259	14.4296	5	1
Mast cell	p1@LTC4S	LTC4S	p1	4056	14.34266	5	1
Mast cell	p1@BMP2K	BMP2K	p1	55589	14.29309	5	1
Mast cell	p1@UBXN10	UBXN10	p1	127733	12.74289	5	1
Mast cell	p1@IFITM10	IFITM10	p1	402778	12.01486	5	1
Mast cell	p2@SLC45A3	SLC45A3	p2	85414	11.89382	5	1
Mast cell	p1@DLC1	DLC1	p1	10395	11.30577	5	1
Mast cell	p1@KCNQ1	KCNQ1	p1	3784	9.991802	6	1
Mast cell	p1@IL5RA	IL5RA	p1	3568	8.69093	6	2
Mast cell	p1@GFI1	GFI1	p1	2672	8.618855	6	2
Mast cell	p1@AQP10	AQP10	p1	89872	6.044836	6	2
Mast cell	p1@RGS1	RGS1	p1	5996	5.775891	6	3
Mast cell	p1@AHR	AHR	p1	196	9.291986	6	2
Mast cell	p1@JUN	JUN	p1	3725	9.25376	6	1
Mast cell	p1@CD82	CD82	p1	3732	7.316604	6	2
Mast cell	p1@ALS2	ALS2	p1	57679	7.274286	6	2
Mast cell	p1@MIR4479	MIR4479	p1	100616480	14.86083	6	1
Mast cell	p2@BEGAIN	BEGAIN	p2	57596	14.22633	6	1
Mast cell	p1@HRH4	HRH4	p1	59340	13.52971	6	1
Mast cell	p1@LMNA	LMNA	p1	4000	10.66045	6	1
Mast cell	p1@GATA1	GATA1	p1	2623	6.468184	7	3
Mast cell	p6@RBM14	RBM14	p6	10432	9.930006	7	1
Mast cell	p2@KIAA1919	KIAA1919	p2	91749	6.18224	7	3
Mast cell	p1@CIC	CIC	p1	23152	5.719712	7	2
Mast cell	p1@PPP1R26	PPP1R26	p1	9858	5.23795	7	2
Mast cell	p1@MIR4469	MIR4469	p1	100616115	7.447332	7	2
Mast cell	p1@CPM	CPM	p1	1368	6.93518	7	2
Mast cell	p1@MUC8	MUC8	p1	4590	14.74568	7	1
Mast cell	p1@ANKRD28	ANKRD28	p1	23243	13.05781	7	1
Mast cell	p1@LCN10	LCN10	p1	414332	12.38514	7	1
Mast cell	p1@KIAA1549	KIAA1549	p1	57670	12.37172	7	1
Mast cell	p1@PRKG2	PRKG2	p1	5593	11.55569	7	1
Mast cell	p1@MIR3188	MIR3188	p1	100422833	10.8505	7	1
Mast cell	p1@TRIM24	TRIM24	p1	8805	6.851713	8	3
Mast cell	p1@SOCS6	SOCS6	p1	9306	6.424848	8	1
Mast cell	p1@TRIM47	TRIM47	p1	91107	5.994688	8	2
Mast cell	p1@CCNG2	CCNG2	p1	901	5.886068	8	2
Mast cell	p2@TSPAN4	TSPAN4	p2	7106	5.82566	8	2
Mast cell	p1@KLF6	KLF6	p1	1316	9.625357	8	1
Mast cell	p2@ADPRH	ADPRH	p2	141	9.59346	8	1
Mast cell	p1@SGK223	SGK223	p1	157285	8.320512	8	1
Mast cell	p1@MCL1	MCL1	p1	4170	5.324735	8	3
Mast cell	p1@SYTL2	SYTL2	p1	54843	9.464763	8	1
Mast cell	p1@PIK3CA	PIK3CA	p1	5290	8.162861	8	1
Mast cell	p1@LETM2	LETM2	p1	137994	7.902844	8	2
Mast cell	p1@NFATC1	NFATC1	p1	4772	9.156662	8	2
Mast cell	p1@RAB27B	RAB27B	p1	5874	15.733	8	1
Mast cell	p2@DEPDC5	DEPDC5	p2	9681	15.00269	8	1
Mast cell	p1@CD200R1	CD200R1	p1	131450	14.16769	8	1
Mast cell	p1@ANKRD27	ANKRD27	p1	84079	6.931718	8	2
Mast cell	p1@HS6ST1	HS6ST1	p1	9394	12.60044	8	1
Mast cell	p1@SLC38A11	SLC38A11	p1	151258	11.76023	8	1
Mast cell	p1@PHF20	PHF20	p1	51230	11.19466	8	1
Mast cell	p1@RENBP	RENBP	p1	5973	10.49375	8	1
Mast cell	p1@ELMO1	ELMO1	p1	9844	6.678344	9	2
Mast cell	p1@CBFB	CBFB	p1	865	6.373877	9	2
Mast cell	p1@DUSP10	DUSP10	p1	11221	8.740651	9	1
Mast cell	p1@MYADM	MYADM	p1	91663	5.802157	9	2
Mast cell	p2@RASSF1	RASSF1	p2	11186	9.789574	9	1
Mast cell	p1@ZBTB48	ZBTB48	p1	3104	5.685447	9	1
Mast cell	p1@SPIN4	SPIN4	p1	139886	9.428719	9	1
Mast cell	p1@LPCAT2	LPCAT2	p1	54947	5.116982	9	3
Mast cell	p1@PARP4	PARP4	p1	143	5.096415	9	2
Mast cell	p1@LOC643936	LOC643936	p1	643936	7.865377	9	2
Mast cell	p1@GRASPOS	GRASPOS	p1	692159	9.3338	9	1
Mast cell	p1@ZKSCAN3	ZKSCAN3	p1	80317	7.680041	9	1
Mast cell	p1@ZNF850	ZNF850	p1	342892	7.550926	9	2
Mast cell	p1@PPP1R15A	PPP1R15A	p1	23645	6.968147	9	3
Mast cell	p1@SLC8A3	SLC8A3	p1	6547	14.05798	9	1
Mast cell	p3@AKAP13	AKAP13	p3	11214	13.4471	9	1
Mast cell	p1@C20orf118	C20orf118	p1	140711	13.24328	9	1
Mast cell	p1@ATP6V0A2	ATP6V0A2	p1	23545	12.10725	9	1
Mast cell	p1@PAQR5	PAQR5	p1	54852	10.58762	9	1
Mast cell	p1@ANXA1	ANXA1	p1	301	6.60707	10	2
Mast cell	p1@TEC	TEC	p1	7006	10.23787	10	1
Mast cell	p1@PER1	PER1	p1	5187	8.770591	10	1
