Id	Pathway	Gene
hsa00230	Purine metabolism	203
hsa00230	Purine metabolism	204
hsa00230	Purine metabolism	205
hsa00230	Purine metabolism	221264
hsa00230	Purine metabolism	221823
hsa00230	Purine metabolism	2272
hsa00230	Purine metabolism	22875
hsa00230	Purine metabolism	22978
hsa00230	Purine metabolism	2618
hsa00230	Purine metabolism	26289
hsa00230	Purine metabolism	270
hsa00230	Purine metabolism	271
hsa00230	Purine metabolism	27115
hsa00230	Purine metabolism	272
hsa00230	Purine metabolism	2766
hsa00230	Purine metabolism	284958
hsa00230	Purine metabolism	2977
hsa00230	Purine metabolism	2982
hsa00230	Purine metabolism	2983
hsa00230	Purine metabolism	2984
hsa00230	Purine metabolism	2986
hsa00230	Purine metabolism	2987
hsa00230	Purine metabolism	29922
hsa00230	Purine metabolism	3000
hsa00230	Purine metabolism	30833
hsa00230	Purine metabolism	318
hsa00230	Purine metabolism	3251
hsa00230	Purine metabolism	353
hsa00230	Purine metabolism	3614
hsa00230	Purine metabolism	3615
hsa00230	Purine metabolism	3704
hsa00230	Purine metabolism	374659
hsa00230	Purine metabolism	377841
hsa00230	Purine metabolism	471
hsa00230	Purine metabolism	4830
hsa00230	Purine metabolism	4831
hsa00230	Purine metabolism	4832
hsa00230	Purine metabolism	4833
hsa00230	Purine metabolism	4860
hsa00230	Purine metabolism	4881
hsa00230	Purine metabolism	4882
hsa00230	Purine metabolism	4907
hsa00230	Purine metabolism	50484
hsa00230	Purine metabolism	50808
hsa00230	Purine metabolism	50940
hsa00230	Purine metabolism	51020
hsa00230	Purine metabolism	51292
hsa00230	Purine metabolism	5136
hsa00230	Purine metabolism	5137
hsa00230	Purine metabolism	5138
hsa00230	Purine metabolism	5139
hsa00230	Purine metabolism	5140
hsa00230	Purine metabolism	5141
hsa00230	Purine metabolism	5142
hsa00230	Purine metabolism	5143
hsa00230	Purine metabolism	5144
hsa00230	Purine metabolism	5145
hsa00230	Purine metabolism	5146
hsa00230	Purine metabolism	5147
hsa00230	Purine metabolism	5148
hsa00230	Purine metabolism	5149
hsa00230	Purine metabolism	5150
hsa00230	Purine metabolism	5151
hsa00230	Purine metabolism	5152
hsa00230	Purine metabolism	5153
hsa00230	Purine metabolism	5158
hsa00230	Purine metabolism	5167
hsa00230	Purine metabolism	5169
hsa00230	Purine metabolism	51816
hsa00230	Purine metabolism	5198
hsa00230	Purine metabolism	5236
hsa00230	Purine metabolism	53343
hsa00230	Purine metabolism	5471
hsa00230	Purine metabolism	55276
hsa00230	Purine metabolism	55811
hsa00230	Purine metabolism	55821
hsa00230	Purine metabolism	5631
hsa00230	Purine metabolism	5634
hsa00230	Purine metabolism	56953
hsa00230	Purine metabolism	56985
hsa00230	Purine metabolism	58497
hsa00230	Purine metabolism	6240
hsa00230	Purine metabolism	6241
hsa00230	Purine metabolism	646625
hsa00230	Purine metabolism	654364
hsa00230	Purine metabolism	7498
hsa00230	Purine metabolism	84284
hsa00230	Purine metabolism	84618
hsa00230	Purine metabolism	8622
hsa00230	Purine metabolism	8654
hsa00230	Purine metabolism	8833
hsa00230	Purine metabolism	9060
hsa00230	Purine metabolism	9061
hsa00230	Purine metabolism	93034
hsa00230	Purine metabolism	953
hsa00230	Purine metabolism	954
hsa00230	Purine metabolism	955
hsa00230	Purine metabolism	956
hsa00230	Purine metabolism	957
hsa00230	Purine metabolism	9583
hsa00230	Purine metabolism	9615
hsa00232	Caffeine metabolism	10
hsa00232	Caffeine metabolism	1544
hsa00232	Caffeine metabolism	1548
hsa00232	Caffeine metabolism	1549
hsa00232	Caffeine metabolism	7498
hsa00232	Caffeine metabolism	9
hsa00240	Pyrimidine metabolism	100526794
hsa00240	Pyrimidine metabolism	10201
hsa00240	Pyrimidine metabolism	115024
hsa00240	Pyrimidine metabolism	124583
hsa00240	Pyrimidine metabolism	129607
hsa00240	Pyrimidine metabolism	1503
hsa00240	Pyrimidine metabolism	151531
hsa00240	Pyrimidine metabolism	1633
hsa00240	Pyrimidine metabolism	1635
hsa00240	Pyrimidine metabolism	1723
hsa00240	Pyrimidine metabolism	1806
hsa00240	Pyrimidine metabolism	1807
hsa00240	Pyrimidine metabolism	1841
hsa00240	Pyrimidine metabolism	1854
hsa00240	Pyrimidine metabolism	1890
hsa00240	Pyrimidine metabolism	221264
hsa00240	Pyrimidine metabolism	22978
hsa00240	Pyrimidine metabolism	284958
hsa00240	Pyrimidine metabolism	29922
hsa00240	Pyrimidine metabolism	30833
hsa00240	Pyrimidine metabolism	318
hsa00240	Pyrimidine metabolism	377841
hsa00240	Pyrimidine metabolism	4830
hsa00240	Pyrimidine metabolism	4831
hsa00240	Pyrimidine metabolism	4832
hsa00240	Pyrimidine metabolism	4833
hsa00240	Pyrimidine metabolism	4907
hsa00240	Pyrimidine metabolism	50484
hsa00240	Pyrimidine metabolism	51020
hsa00240	Pyrimidine metabolism	51251
hsa00240	Pyrimidine metabolism	5167
hsa00240	Pyrimidine metabolism	5169
hsa00240	Pyrimidine metabolism	51727
hsa00240	Pyrimidine metabolism	51733
hsa00240	Pyrimidine metabolism	54963
hsa00240	Pyrimidine metabolism	56474
hsa00240	Pyrimidine metabolism	56953
hsa00240	Pyrimidine metabolism	6240
hsa00240	Pyrimidine metabolism	6241
hsa00240	Pyrimidine metabolism	654364
hsa00240	Pyrimidine metabolism	7083
hsa00240	Pyrimidine metabolism	7084
hsa00240	Pyrimidine metabolism	7298
hsa00240	Pyrimidine metabolism	7371
hsa00240	Pyrimidine metabolism	7372
hsa00240	Pyrimidine metabolism	7378
hsa00240	Pyrimidine metabolism	790
hsa00240	Pyrimidine metabolism	79077
hsa00240	Pyrimidine metabolism	83549
hsa00240	Pyrimidine metabolism	84618
hsa00240	Pyrimidine metabolism	8623
hsa00240	Pyrimidine metabolism	93034
hsa00240	Pyrimidine metabolism	953
hsa00240	Pyrimidine metabolism	955
hsa00240	Pyrimidine metabolism	956
hsa00240	Pyrimidine metabolism	957
hsa00240	Pyrimidine metabolism	9583
hsa00240	Pyrimidine metabolism	978
hsa00250	Alanine, aspartate and glutamate metabolism	122622
hsa00250	Alanine, aspartate and glutamate metabolism	1373
hsa00250	Alanine, aspartate and glutamate metabolism	137362
hsa00250	Alanine, aspartate and glutamate metabolism	158
hsa00250	Alanine, aspartate and glutamate metabolism	159
hsa00250	Alanine, aspartate and glutamate metabolism	18
hsa00250	Alanine, aspartate and glutamate metabolism	189
hsa00250	Alanine, aspartate and glutamate metabolism	2346
hsa00250	Alanine, aspartate and glutamate metabolism	2571
hsa00250	Alanine, aspartate and glutamate metabolism	2572
hsa00250	Alanine, aspartate and glutamate metabolism	259307
hsa00250	Alanine, aspartate and glutamate metabolism	2673
hsa00250	Alanine, aspartate and glutamate metabolism	27165
hsa00250	Alanine, aspartate and glutamate metabolism	2744
hsa00250	Alanine, aspartate and glutamate metabolism	2746
hsa00250	Alanine, aspartate and glutamate metabolism	2747
hsa00250	Alanine, aspartate and glutamate metabolism	2752
hsa00250	Alanine, aspartate and glutamate metabolism	2805
hsa00250	Alanine, aspartate and glutamate metabolism	2806
hsa00250	Alanine, aspartate and glutamate metabolism	284716
hsa00250	Alanine, aspartate and glutamate metabolism	2875
hsa00250	Alanine, aspartate and glutamate metabolism	339983
hsa00250	Alanine, aspartate and glutamate metabolism	435
hsa00250	Alanine, aspartate and glutamate metabolism	440
hsa00250	Alanine, aspartate and glutamate metabolism	443
hsa00250	Alanine, aspartate and glutamate metabolism	445
hsa00250	Alanine, aspartate and glutamate metabolism	5471
hsa00250	Alanine, aspartate and glutamate metabolism	56954
hsa00250	Alanine, aspartate and glutamate metabolism	57494
hsa00250	Alanine, aspartate and glutamate metabolism	64902
hsa00250	Alanine, aspartate and glutamate metabolism	790
hsa00250	Alanine, aspartate and glutamate metabolism	7915
hsa00250	Alanine, aspartate and glutamate metabolism	80150
hsa00250	Alanine, aspartate and glutamate metabolism	84706
hsa00250	Alanine, aspartate and glutamate metabolism	8528
hsa00250	Alanine, aspartate and glutamate metabolism	8659
hsa00250	Alanine, aspartate and glutamate metabolism	9945
hsa00260	Glycine, serine and threonine metabolism	102724560
hsa00260	Glycine, serine and threonine metabolism	10993
hsa00260	Glycine, serine and threonine metabolism	113675
hsa00260	Glycine, serine and threonine metabolism	132158
hsa00260	Glycine, serine and threonine metabolism	1491
hsa00260	Glycine, serine and threonine metabolism	1610
hsa00260	Glycine, serine and threonine metabolism	1738
hsa00260	Glycine, serine and threonine metabolism	1757
hsa00260	Glycine, serine and threonine metabolism	189
hsa00260	Glycine, serine and threonine metabolism	211
hsa00260	Glycine, serine and threonine metabolism	212
hsa00260	Glycine, serine and threonine metabolism	23464
hsa00260	Glycine, serine and threonine metabolism	2593
hsa00260	Glycine, serine and threonine metabolism	26227
hsa00260	Glycine, serine and threonine metabolism	2628
hsa00260	Glycine, serine and threonine metabolism	2653
hsa00260	Glycine, serine and threonine metabolism	27232
hsa00260	Glycine, serine and threonine metabolism	2731
hsa00260	Glycine, serine and threonine metabolism	275
hsa00260	Glycine, serine and threonine metabolism	29958
hsa00260	Glycine, serine and threonine metabolism	29968
hsa00260	Glycine, serine and threonine metabolism	314
hsa00260	Glycine, serine and threonine metabolism	4128
hsa00260	Glycine, serine and threonine metabolism	4129
hsa00260	Glycine, serine and threonine metabolism	441531
hsa00260	Glycine, serine and threonine metabolism	501
hsa00260	Glycine, serine and threonine metabolism	51268
hsa00260	Glycine, serine and threonine metabolism	5223
hsa00260	Glycine, serine and threonine metabolism	5224
hsa00260	Glycine, serine and threonine metabolism	55349
hsa00260	Glycine, serine and threonine metabolism	5723
hsa00260	Glycine, serine and threonine metabolism	635
hsa00260	Glycine, serine and threonine metabolism	63826
hsa00260	Glycine, serine and threonine metabolism	6470
hsa00260	Glycine, serine and threonine metabolism	6472
hsa00260	Glycine, serine and threonine metabolism	64902
hsa00260	Glycine, serine and threonine metabolism	669
hsa00260	Glycine, serine and threonine metabolism	8639
hsa00260	Glycine, serine and threonine metabolism	875
hsa00260	Glycine, serine and threonine metabolism	9380
hsa00270	Cysteine and methionine metabolism	102724560
hsa00270	Cysteine and methionine metabolism	1036
hsa00270	Cysteine and methionine metabolism	10768
hsa00270	Cysteine and methionine metabolism	10993
hsa00270	Cysteine and methionine metabolism	113675
hsa00270	Cysteine and methionine metabolism	137362
hsa00270	Cysteine and methionine metabolism	144811
hsa00270	Cysteine and methionine metabolism	1491
hsa00270	Cysteine and methionine metabolism	160287
hsa00270	Cysteine and methionine metabolism	1786
hsa00270	Cysteine and methionine metabolism	1788
hsa00270	Cysteine and methionine metabolism	1789
hsa00270	Cysteine and methionine metabolism	191
hsa00270	Cysteine and methionine metabolism	23382
hsa00270	Cysteine and methionine metabolism	23743
hsa00270	Cysteine and methionine metabolism	259307
hsa00270	Cysteine and methionine metabolism	262
hsa00270	Cysteine and methionine metabolism	26227
hsa00270	Cysteine and methionine metabolism	2729
hsa00270	Cysteine and methionine metabolism	2730
hsa00270	Cysteine and methionine metabolism	27430
hsa00270	Cysteine and methionine metabolism	2805
hsa00270	Cysteine and methionine metabolism	2806
hsa00270	Cysteine and methionine metabolism	2937
hsa00270	Cysteine and methionine metabolism	29968
hsa00270	Cysteine and methionine metabolism	3939
hsa00270	Cysteine and methionine metabolism	3945
hsa00270	Cysteine and methionine metabolism	3948
hsa00270	Cysteine and methionine metabolism	4143
hsa00270	Cysteine and methionine metabolism	4144
hsa00270	Cysteine and methionine metabolism	4190
hsa00270	Cysteine and methionine metabolism	4191
hsa00270	Cysteine and methionine metabolism	4357
hsa00270	Cysteine and methionine metabolism	4507
hsa00270	Cysteine and methionine metabolism	4548
hsa00270	Cysteine and methionine metabolism	51074
hsa00270	Cysteine and methionine metabolism	55256
hsa00270	Cysteine and methionine metabolism	56267
hsa00270	Cysteine and methionine metabolism	58478
hsa00270	Cysteine and methionine metabolism	586
hsa00270	Cysteine and methionine metabolism	587
hsa00270	Cysteine and methionine metabolism	635
hsa00270	Cysteine and methionine metabolism	64902
hsa00270	Cysteine and methionine metabolism	6611
hsa00270	Cysteine and methionine metabolism	6723
hsa00270	Cysteine and methionine metabolism	6898
hsa00270	Cysteine and methionine metabolism	7263
hsa00270	Cysteine and methionine metabolism	84245
hsa00270	Cysteine and methionine metabolism	875
hsa00270	Cysteine and methionine metabolism	883
hsa00270	Cysteine and methionine metabolism	92483
hsa00280	Valine, leucine and isoleucine degradation	10449
hsa00280	Valine, leucine and isoleucine degradation	11112
hsa00280	Valine, leucine and isoleucine degradation	1629
hsa00280	Valine, leucine and isoleucine degradation	1738
hsa00280	Valine, leucine and isoleucine degradation	18
hsa00280	Valine, leucine and isoleucine degradation	1892
hsa00280	Valine, leucine and isoleucine degradation	1962
hsa00280	Valine, leucine and isoleucine degradation	197322
hsa00280	Valine, leucine and isoleucine degradation	217
hsa00280	Valine, leucine and isoleucine degradation	219
hsa00280	Valine, leucine and isoleucine degradation	223
hsa00280	Valine, leucine and isoleucine degradation	224
hsa00280	Valine, leucine and isoleucine degradation	259307
hsa00280	Valine, leucine and isoleucine degradation	26275
hsa00280	Valine, leucine and isoleucine degradation	27034
hsa00280	Valine, leucine and isoleucine degradation	30
hsa00280	Valine, leucine and isoleucine degradation	3028
hsa00280	Valine, leucine and isoleucine degradation	3030
hsa00280	Valine, leucine and isoleucine degradation	3032
hsa00280	Valine, leucine and isoleucine degradation	3033
hsa00280	Valine, leucine and isoleucine degradation	3155
hsa00280	Valine, leucine and isoleucine degradation	3157
hsa00280	Valine, leucine and isoleucine degradation	3158
hsa00280	Valine, leucine and isoleucine degradation	316
hsa00280	Valine, leucine and isoleucine degradation	34
hsa00280	Valine, leucine and isoleucine degradation	35
hsa00280	Valine, leucine and isoleucine degradation	36
hsa00280	Valine, leucine and isoleucine degradation	3712
hsa00280	Valine, leucine and isoleucine degradation	38
hsa00280	Valine, leucine and isoleucine degradation	39
hsa00280	Valine, leucine and isoleucine degradation	4329
hsa00280	Valine, leucine and isoleucine degradation	4594
hsa00280	Valine, leucine and isoleucine degradation	501
hsa00280	Valine, leucine and isoleucine degradation	5019
hsa00280	Valine, leucine and isoleucine degradation	5095
hsa00280	Valine, leucine and isoleucine degradation	5096
hsa00280	Valine, leucine and isoleucine degradation	54511
hsa00280	Valine, leucine and isoleucine degradation	549
hsa00280	Valine, leucine and isoleucine degradation	56922
hsa00280	Valine, leucine and isoleucine degradation	586
hsa00280	Valine, leucine and isoleucine degradation	587
hsa00280	Valine, leucine and isoleucine degradation	593
hsa00280	Valine, leucine and isoleucine degradation	594
hsa00280	Valine, leucine and isoleucine degradation	64064
hsa00280	Valine, leucine and isoleucine degradation	64087
hsa00280	Valine, leucine and isoleucine degradation	64902
hsa00280	Valine, leucine and isoleucine degradation	65985
hsa00280	Valine, leucine and isoleucine degradation	84693
hsa00290	Valine, leucine and isoleucine biosynthesis	10993
hsa00290	Valine, leucine and isoleucine biosynthesis	113675
hsa00290	Valine, leucine and isoleucine biosynthesis	586
hsa00290	Valine, leucine and isoleucine biosynthesis	587
hsa00310	Lysine degradation	10157
hsa00310	Lysine degradation	10919
hsa00310	Lysine degradation	11105
hsa00310	Lysine degradation	123688
hsa00310	Lysine degradation	150572
hsa00310	Lysine degradation	1738
hsa00310	Lysine degradation	1743
hsa00310	Lysine degradation	1892
hsa00310	Lysine degradation	1962
hsa00310	Lysine degradation	2122
hsa00310	Lysine degradation	2145
hsa00310	Lysine degradation	2146
hsa00310	Lysine degradation	217
hsa00310	Lysine degradation	219
hsa00310	Lysine degradation	223
hsa00310	Lysine degradation	224
hsa00310	Lysine degradation	23067
hsa00310	Lysine degradation	23127
hsa00310	Lysine degradation	2639
hsa00310	Lysine degradation	29072
hsa00310	Lysine degradation	3030
hsa00310	Lysine degradation	3033
hsa00310	Lysine degradation	38
hsa00310	Lysine degradation	387893
hsa00310	Lysine degradation	39
hsa00310	Lysine degradation	4297
hsa00310	Lysine degradation	501
hsa00310	Lysine degradation	51111
hsa00310	Lysine degradation	51166
hsa00310	Lysine degradation	51268
hsa00310	Lysine degradation	5351
hsa00310	Lysine degradation	5352
hsa00310	Lysine degradation	54904
hsa00310	Lysine degradation	55217
hsa00310	Lysine degradation	55526
hsa00310	Lysine degradation	55870
hsa00310	Lysine degradation	55904
hsa00310	Lysine degradation	56950
hsa00310	Lysine degradation	56979
hsa00310	Lysine degradation	58508
hsa00310	Lysine degradation	63976
hsa00310	Lysine degradation	6419
hsa00310	Lysine degradation	64324
hsa00310	Lysine degradation	64754
hsa00310	Lysine degradation	6839
hsa00310	Lysine degradation	7468
hsa00310	Lysine degradation	7799
hsa00310	Lysine degradation	79709
hsa00310	Lysine degradation	79723
hsa00310	Lysine degradation	79813
hsa00310	Lysine degradation	79823
hsa00310	Lysine degradation	8085
hsa00310	Lysine degradation	80854
hsa00310	Lysine degradation	83852
hsa00310	Lysine degradation	8424
hsa00310	Lysine degradation	84444
hsa00310	Lysine degradation	84787
hsa00310	Lysine degradation	85007
hsa00310	Lysine degradation	8985
hsa00310	Lysine degradation	93166
hsa00310	Lysine degradation	9739
hsa00310	Lysine degradation	9757
hsa00310	Lysine degradation	9869
hsa00330	Arginine and proline metabolism	112483
hsa00330	Arginine and proline metabolism	112817
hsa00330	Arginine and proline metabolism	112849
hsa00330	Arginine and proline metabolism	113451
hsa00330	Arginine and proline metabolism	1152
hsa00330	Arginine and proline metabolism	1158
hsa00330	Arginine and proline metabolism	1159
hsa00330	Arginine and proline metabolism	1160
hsa00330	Arginine and proline metabolism	137362
hsa00330	Arginine and proline metabolism	1610
hsa00330	Arginine and proline metabolism	217
hsa00330	Arginine and proline metabolism	219
hsa00330	Arginine and proline metabolism	223
hsa00330	Arginine and proline metabolism	224
hsa00330	Arginine and proline metabolism	2593
hsa00330	Arginine and proline metabolism	26
hsa00330	Arginine and proline metabolism	262
hsa00330	Arginine and proline metabolism	2628
hsa00330	Arginine and proline metabolism	2805
hsa00330	Arginine and proline metabolism	2806
hsa00330	Arginine and proline metabolism	283208
hsa00330	Arginine and proline metabolism	29920
