Id	Pathway	Gene
hsa04933	AGE-RAGE signaling pathway in diabetic complications	84812
hsa04933	AGE-RAGE signaling pathway in diabetic complications	8503
hsa04933	AGE-RAGE signaling pathway in diabetic complications	998
hsa04934	Cushing syndrome	1017
hsa04934	Cushing syndrome	1019
hsa04934	Cushing syndrome	1021
hsa04934	Cushing syndrome	1026
hsa04934	Cushing syndrome	1027
hsa04934	Cushing syndrome	1029
hsa04934	Cushing syndrome	10297
hsa04934	Cushing syndrome	1030
hsa04934	Cushing syndrome	1031
hsa04934	Cushing syndrome	10488
hsa04934	Cushing syndrome	107
hsa04934	Cushing syndrome	108
hsa04934	Cushing syndrome	109
hsa04934	Cushing syndrome	11091
hsa04934	Cushing syndrome	111
hsa04934	Cushing syndrome	112
hsa04934	Cushing syndrome	11211
hsa04934	Cushing syndrome	113
hsa04934	Cushing syndrome	114
hsa04934	Cushing syndrome	115
hsa04934	Cushing syndrome	1385
hsa04934	Cushing syndrome	1386
hsa04934	Cushing syndrome	1388
hsa04934	Cushing syndrome	1392
hsa04934	Cushing syndrome	1394
hsa04934	Cushing syndrome	1395
hsa04934	Cushing syndrome	148327
hsa04934	Cushing syndrome	1499
hsa04934	Cushing syndrome	1583
hsa04934	Cushing syndrome	1584
hsa04934	Cushing syndrome	1586
hsa04934	Cushing syndrome	1589
hsa04934	Cushing syndrome	183
hsa04934	Cushing syndrome	185
hsa04934	Cushing syndrome	1855
hsa04934	Cushing syndrome	1856
hsa04934	Cushing syndrome	1857
hsa04934	Cushing syndrome	1869
hsa04934	Cushing syndrome	1870
hsa04934	Cushing syndrome	1871
hsa04934	Cushing syndrome	1956
hsa04934	Cushing syndrome	196
hsa04934	Cushing syndrome	196883
hsa04934	Cushing syndrome	2271
hsa04934	Cushing syndrome	23236
hsa04934	Cushing syndrome	23746
hsa04934	Cushing syndrome	2516
hsa04934	Cushing syndrome	2535
hsa04934	Cushing syndrome	2767
hsa04934	Cushing syndrome	2770
hsa04934	Cushing syndrome	2771
hsa04934	Cushing syndrome	2773
hsa04934	Cushing syndrome	2776
hsa04934	Cushing syndrome	2778
hsa04934	Cushing syndrome	2932
hsa04934	Cushing syndrome	3164
hsa04934	Cushing syndrome	324
hsa04934	Cushing syndrome	3283
hsa04934	Cushing syndrome	3284
hsa04934	Cushing syndrome	3708
hsa04934	Cushing syndrome	3709
hsa04934	Cushing syndrome	3710
hsa04934	Cushing syndrome	3739
hsa04934	Cushing syndrome	3776
hsa04934	Cushing syndrome	3777
hsa04934	Cushing syndrome	3949
hsa04934	Cushing syndrome	405
hsa04934	Cushing syndrome	4158
hsa04934	Cushing syndrome	4221
hsa04934	Cushing syndrome	4297
hsa04934	Cushing syndrome	468
hsa04934	Cushing syndrome	5087
hsa04934	Cushing syndrome	50940
hsa04934	Cushing syndrome	51176
hsa04934	Cushing syndrome	51384
hsa04934	Cushing syndrome	5151
hsa04934	Cushing syndrome	51655
hsa04934	Cushing syndrome	5330
hsa04934	Cushing syndrome	5331
hsa04934	Cushing syndrome	5332
hsa04934	Cushing syndrome	54361
hsa04934	Cushing syndrome	5443
hsa04934	Cushing syndrome	54554
hsa04934	Cushing syndrome	5566
hsa04934	Cushing syndrome	5567
hsa04934	Cushing syndrome	5568
hsa04934	Cushing syndrome	5594
hsa04934	Cushing syndrome	5595
hsa04934	Cushing syndrome	5604
hsa04934	Cushing syndrome	5605
hsa04934	Cushing syndrome	56246
hsa04934	Cushing syndrome	57552
hsa04934	Cushing syndrome	5906
hsa04934	Cushing syndrome	5908
hsa04934	Cushing syndrome	5925
hsa04934	Cushing syndrome	5929
hsa04934	Cushing syndrome	595
hsa04934	Cushing syndrome	64764
hsa04934	Cushing syndrome	6667
hsa04934	Cushing syndrome	673
hsa04934	Cushing syndrome	6770
hsa04934	Cushing syndrome	6932
hsa04934	Cushing syndrome	6934
hsa04934	Cushing syndrome	7471
hsa04934	Cushing syndrome	7472
hsa04934	Cushing syndrome	7473
hsa04934	Cushing syndrome	7474
hsa04934	Cushing syndrome	7475
hsa04934	Cushing syndrome	7476
hsa04934	Cushing syndrome	7477
hsa04934	Cushing syndrome	7478
hsa04934	Cushing syndrome	7479
hsa04934	Cushing syndrome	7480
hsa04934	Cushing syndrome	7481
hsa04934	Cushing syndrome	7482
hsa04934	Cushing syndrome	7483
hsa04934	Cushing syndrome	7484
hsa04934	Cushing syndrome	775
hsa04934	Cushing syndrome	776
hsa04934	Cushing syndrome	778
hsa04934	Cushing syndrome	779
hsa04934	Cushing syndrome	7855
hsa04934	Cushing syndrome	7976
hsa04934	Cushing syndrome	79798
hsa04934	Cushing syndrome	80326
hsa04934	Cushing syndrome	8085
hsa04934	Cushing syndrome	81029
hsa04934	Cushing syndrome	815
hsa04934	Cushing syndrome	816
hsa04934	Cushing syndrome	817
hsa04934	Cushing syndrome	818
hsa04934	Cushing syndrome	8312
hsa04934	Cushing syndrome	8313
hsa04934	Cushing syndrome	8321
hsa04934	Cushing syndrome	8322
hsa04934	Cushing syndrome	8323
hsa04934	Cushing syndrome	8324
hsa04934	Cushing syndrome	8325
hsa04934	Cushing syndrome	8326
hsa04934	Cushing syndrome	83439
hsa04934	Cushing syndrome	84699
hsa04934	Cushing syndrome	84876
hsa04934	Cushing syndrome	8622
hsa04934	Cushing syndrome	8911
hsa04934	Cushing syndrome	8912
hsa04934	Cushing syndrome	8913
hsa04934	Cushing syndrome	89780
hsa04934	Cushing syndrome	898
hsa04934	Cushing syndrome	9049
hsa04934	Cushing syndrome	9070
hsa04934	Cushing syndrome	90993
hsa04934	Cushing syndrome	9101
hsa04934	Cushing syndrome	9134
hsa04934	Cushing syndrome	949
hsa04934	Cushing syndrome	9586
hsa04935	Growth hormone synthesis, secretion and action	10000
hsa04935	Growth hormone synthesis, secretion and action	10488
hsa04935	Growth hormone synthesis, secretion and action	107
hsa04935	Growth hormone synthesis, secretion and action	108
hsa04935	Growth hormone synthesis, secretion and action	109
hsa04935	Growth hormone synthesis, secretion and action	111
hsa04935	Growth hormone synthesis, secretion and action	112
hsa04935	Growth hormone synthesis, secretion and action	112609
hsa04935	Growth hormone synthesis, secretion and action	113
hsa04935	Growth hormone synthesis, secretion and action	114
hsa04935	Growth hormone synthesis, secretion and action	115
hsa04935	Growth hormone synthesis, secretion and action	1385
hsa04935	Growth hormone synthesis, secretion and action	1386
hsa04935	Growth hormone synthesis, secretion and action	1387
hsa04935	Growth hormone synthesis, secretion and action	1388
hsa04935	Growth hormone synthesis, secretion and action	1398
hsa04935	Growth hormone synthesis, secretion and action	1399
hsa04935	Growth hormone synthesis, secretion and action	1432
hsa04935	Growth hormone synthesis, secretion and action	1442
hsa04935	Growth hormone synthesis, secretion and action	1443
hsa04935	Growth hormone synthesis, secretion and action	148327
hsa04935	Growth hormone synthesis, secretion and action	196883
hsa04935	Growth hormone synthesis, secretion and action	2033
hsa04935	Growth hormone synthesis, secretion and action	207
hsa04935	Growth hormone synthesis, secretion and action	208
hsa04935	Growth hormone synthesis, secretion and action	23236
hsa04935	Growth hormone synthesis, secretion and action	2353
hsa04935	Growth hormone synthesis, secretion and action	2475
hsa04935	Growth hormone synthesis, secretion and action	25759
hsa04935	Growth hormone synthesis, secretion and action	2688
hsa04935	Growth hormone synthesis, secretion and action	2689
hsa04935	Growth hormone synthesis, secretion and action	2690
hsa04935	Growth hormone synthesis, secretion and action	2691
hsa04935	Growth hormone synthesis, secretion and action	2692
hsa04935	Growth hormone synthesis, secretion and action	2693
hsa04935	Growth hormone synthesis, secretion and action	2767
hsa04935	Growth hormone synthesis, secretion and action	2770
hsa04935	Growth hormone synthesis, secretion and action	2771
hsa04935	Growth hormone synthesis, secretion and action	2773
hsa04935	Growth hormone synthesis, secretion and action	2776
hsa04935	Growth hormone synthesis, secretion and action	2778
hsa04935	Growth hormone synthesis, secretion and action	2885
hsa04935	Growth hormone synthesis, secretion and action	2932
hsa04935	Growth hormone synthesis, secretion and action	3265
hsa04935	Growth hormone synthesis, secretion and action	3479
hsa04935	Growth hormone synthesis, secretion and action	3483
hsa04935	Growth hormone synthesis, secretion and action	3486
hsa04935	Growth hormone synthesis, secretion and action	3667
hsa04935	Growth hormone synthesis, secretion and action	3708
hsa04935	Growth hormone synthesis, secretion and action	3709
hsa04935	Growth hormone synthesis, secretion and action	3710
hsa04935	Growth hormone synthesis, secretion and action	3717
hsa04935	Growth hormone synthesis, secretion and action	3726
hsa04935	Growth hormone synthesis, secretion and action	3845
hsa04935	Growth hormone synthesis, secretion and action	399694
hsa04935	Growth hormone synthesis, secretion and action	4214
hsa04935	Growth hormone synthesis, secretion and action	468
hsa04935	Growth hormone synthesis, secretion and action	4893
hsa04935	Growth hormone synthesis, secretion and action	51738
hsa04935	Growth hormone synthesis, secretion and action	5290
hsa04935	Growth hormone synthesis, secretion and action	5291
hsa04935	Growth hormone synthesis, secretion and action	5293
hsa04935	Growth hormone synthesis, secretion and action	5295
hsa04935	Growth hormone synthesis, secretion and action	5296
hsa04935	Growth hormone synthesis, secretion and action	5330
hsa04935	Growth hormone synthesis, secretion and action	5331
hsa04935	Growth hormone synthesis, secretion and action	5332
hsa04935	Growth hormone synthesis, secretion and action	5335
hsa04935	Growth hormone synthesis, secretion and action	53358
hsa04935	Growth hormone synthesis, secretion and action	5336
hsa04935	Growth hormone synthesis, secretion and action	5449
hsa04935	Growth hormone synthesis, secretion and action	5566
hsa04935	Growth hormone synthesis, secretion and action	5567
hsa04935	Growth hormone synthesis, secretion and action	5568
hsa04935	Growth hormone synthesis, secretion and action	5578
hsa04935	Growth hormone synthesis, secretion and action	5579
hsa04935	Growth hormone synthesis, secretion and action	55811
hsa04935	Growth hormone synthesis, secretion and action	5582
hsa04935	Growth hormone synthesis, secretion and action	5594
hsa04935	Growth hormone synthesis, secretion and action	5595
hsa04935	Growth hormone synthesis, secretion and action	5599
hsa04935	Growth hormone synthesis, secretion and action	5600
hsa04935	Growth hormone synthesis, secretion and action	5601
hsa04935	Growth hormone synthesis, secretion and action	5602
hsa04935	Growth hormone synthesis, secretion and action	5603
hsa04935	Growth hormone synthesis, secretion and action	5604
hsa04935	Growth hormone synthesis, secretion and action	5605
hsa04935	Growth hormone synthesis, secretion and action	5606
hsa04935	Growth hormone synthesis, secretion and action	5608
hsa04935	Growth hormone synthesis, secretion and action	5747
hsa04935	Growth hormone synthesis, secretion and action	5894
hsa04935	Growth hormone synthesis, secretion and action	6300
hsa04935	Growth hormone synthesis, secretion and action	6416
hsa04935	Growth hormone synthesis, secretion and action	6464
hsa04935	Growth hormone synthesis, secretion and action	64764
hsa04935	Growth hormone synthesis, secretion and action	6654
hsa04935	Growth hormone synthesis, secretion and action	6655
hsa04935	Growth hormone synthesis, secretion and action	6750
hsa04935	Growth hormone synthesis, secretion and action	6751
hsa04935	Growth hormone synthesis, secretion and action	6752
hsa04935	Growth hormone synthesis, secretion and action	6753
hsa04935	Growth hormone synthesis, secretion and action	6755
hsa04935	Growth hormone synthesis, secretion and action	6772
hsa04935	Growth hormone synthesis, secretion and action	6774
hsa04935	Growth hormone synthesis, secretion and action	6776
hsa04935	Growth hormone synthesis, secretion and action	6777
hsa04935	Growth hormone synthesis, secretion and action	775
hsa04935	Growth hormone synthesis, secretion and action	776
hsa04935	Growth hormone synthesis, secretion and action	778
hsa04935	Growth hormone synthesis, secretion and action	779
hsa04935	Growth hormone synthesis, secretion and action	84699
hsa04935	Growth hormone synthesis, secretion and action	8471
hsa04935	Growth hormone synthesis, secretion and action	8503
hsa04935	Growth hormone synthesis, secretion and action	8651
hsa04935	Growth hormone synthesis, secretion and action	8660
hsa04935	Growth hormone synthesis, secretion and action	8835
hsa04935	Growth hormone synthesis, secretion and action	9021
hsa04935	Growth hormone synthesis, secretion and action	90993
hsa04935	Growth hormone synthesis, secretion and action	9564
hsa04935	Growth hormone synthesis, secretion and action	9586
hsa04936	Alcoholic liver disease	10000
hsa04936	Alcoholic liver disease	10454
hsa04936	Alcoholic liver disease	10645
hsa04936	Alcoholic liver disease	10891
hsa04936	Alcoholic liver disease	114609
hsa04936	Alcoholic liver disease	1147
hsa04936	Alcoholic liver disease	124
hsa04936	Alcoholic liver disease	125
hsa04936	Alcoholic liver disease	126
hsa04936	Alcoholic liver disease	126129
hsa04936	Alcoholic liver disease	127
hsa04936	Alcoholic liver disease	128
hsa04936	Alcoholic liver disease	130
hsa04936	Alcoholic liver disease	131
hsa04936	Alcoholic liver disease	1374
hsa04936	Alcoholic liver disease	1375
hsa04936	Alcoholic liver disease	1432
hsa04936	Alcoholic liver disease	148022
hsa04936	Alcoholic liver disease	1499
hsa04936	Alcoholic liver disease	1571
hsa04936	Alcoholic liver disease	207
hsa04936	Alcoholic liver disease	208
hsa04936	Alcoholic liver disease	2168
hsa04936	Alcoholic liver disease	217
hsa04936	Alcoholic liver disease	219
hsa04936	Alcoholic liver disease	2194
hsa04936	Alcoholic liver disease	223
hsa04936	Alcoholic liver disease	224
hsa04936	Alcoholic liver disease	2308
hsa04936	Alcoholic liver disease	2309
hsa04936	Alcoholic liver disease	23118
hsa04936	Alcoholic liver disease	23175
hsa04936	Alcoholic liver disease	23411
hsa04936	Alcoholic liver disease	23417
hsa04936	Alcoholic liver disease	23643
hsa04936	Alcoholic liver disease	23765
hsa04936	Alcoholic liver disease	257397
hsa04936	Alcoholic liver disease	29110
hsa04936	Alcoholic liver disease	2919
hsa04936	Alcoholic liver disease	2920
hsa04936	Alcoholic liver disease	2921
hsa04936	Alcoholic liver disease	2932
hsa04936	Alcoholic liver disease	29896
hsa04936	Alcoholic liver disease	31
hsa04936	Alcoholic liver disease	32
hsa04936	Alcoholic liver disease	34
hsa04936	Alcoholic liver disease	3439
hsa04936	Alcoholic liver disease	3440
hsa04936	Alcoholic liver disease	3441
hsa04936	Alcoholic liver disease	3442
hsa04936	Alcoholic liver disease	3443
hsa04936	Alcoholic liver disease	3444
hsa04936	Alcoholic liver disease	3445
hsa04936	Alcoholic liver disease	3446
hsa04936	Alcoholic liver disease	3447
hsa04936	Alcoholic liver disease	3448
hsa04936	Alcoholic liver disease	3449
hsa04936	Alcoholic liver disease	3451
hsa04936	Alcoholic liver disease	3452
hsa04936	Alcoholic liver disease	3456
hsa04936	Alcoholic liver disease	355
hsa04936	Alcoholic liver disease	3551
hsa04936	Alcoholic liver disease	3553
hsa04936	Alcoholic liver disease	356
hsa04936	Alcoholic liver disease	3569
hsa04936	Alcoholic liver disease	3576
hsa04936	Alcoholic liver disease	3592
hsa04936	Alcoholic liver disease	3593
hsa04936	Alcoholic liver disease	3605
hsa04936	Alcoholic liver disease	3654
hsa04936	Alcoholic liver disease	3661
hsa04936	Alcoholic liver disease	37
hsa04936	Alcoholic liver disease	3929
hsa04936	Alcoholic liver disease	406999
hsa04936	Alcoholic liver disease	4217
hsa04936	Alcoholic liver disease	4615
hsa04936	Alcoholic liver disease	4790
hsa04936	Alcoholic liver disease	4792
hsa04936	Alcoholic liver disease	501
hsa04936	Alcoholic liver disease	50507
hsa04936	Alcoholic liver disease	51
hsa04936	Alcoholic liver disease	51094
hsa04936	Alcoholic liver disease	51135
hsa04936	Alcoholic liver disease	51176
hsa04936	Alcoholic liver disease	51422
hsa04936	Alcoholic liver disease	53632
hsa04936	Alcoholic liver disease	5465
hsa04936	Alcoholic liver disease	5562
hsa04936	Alcoholic liver disease	5563
hsa04936	Alcoholic liver disease	5564
hsa04936	Alcoholic liver disease	5565
hsa04936	Alcoholic liver disease	5571
hsa04936	Alcoholic liver disease	5599
hsa04936	Alcoholic liver disease	5600
hsa04936	Alcoholic liver disease	5601
hsa04936	Alcoholic liver disease	5602
hsa04936	Alcoholic liver disease	5603
hsa04936	Alcoholic liver disease	5606
hsa04936	Alcoholic liver disease	5608
hsa04936	Alcoholic liver disease	5609
hsa04936	Alcoholic liver disease	595
hsa04936	Alcoholic liver disease	5970
hsa04936	Alcoholic liver disease	6300
hsa04936	Alcoholic liver disease	6319
hsa04936	Alcoholic liver disease	6416
hsa04936	Alcoholic liver disease	6434
hsa04936	Alcoholic liver disease	64900
hsa04936	Alcoholic liver disease	6720
hsa04936	Alcoholic liver disease	6885
hsa04936	Alcoholic liver disease	6932
hsa04936	Alcoholic liver disease	6934
hsa04936	Alcoholic liver disease	7099
hsa04936	Alcoholic liver disease	712
hsa04936	Alcoholic liver disease	7124
hsa04936	Alcoholic liver disease	713
hsa04936	Alcoholic liver disease	7132
hsa04936	Alcoholic liver disease	714
hsa04936	Alcoholic liver disease	717
hsa04936	Alcoholic liver disease	718
hsa04936	Alcoholic liver disease	7187
hsa04936	Alcoholic liver disease	7189
hsa04936	Alcoholic liver disease	719
hsa04936	Alcoholic liver disease	720
hsa04936	Alcoholic liver disease	721
hsa04936	Alcoholic liver disease	727
hsa04936	Alcoholic liver disease	728
hsa04936	Alcoholic liver disease	79602
hsa04936	Alcoholic liver disease	79966
hsa04936	Alcoholic liver disease	8310
hsa04936	Alcoholic liver disease	83439
hsa04936	Alcoholic liver disease	836
hsa04936	Alcoholic liver disease	841
hsa04936	Alcoholic liver disease	84818
hsa04936	Alcoholic liver disease	8517
hsa04936	Alcoholic liver disease	8717
hsa04936	Alcoholic liver disease	8737
hsa04936	Alcoholic liver disease	8772
hsa04936	Alcoholic liver disease	9020
hsa04936	Alcoholic liver disease	929
hsa04936	Alcoholic liver disease	9370
hsa04936	Alcoholic liver disease	9641
hsa04936	Alcoholic liver disease	9663
hsa04940	Type I diabetes mellitus	1363
hsa04940	Type I diabetes mellitus	2571
hsa04940	Type I diabetes mellitus	2572
hsa04940	Type I diabetes mellitus	3002
hsa04940	Type I diabetes mellitus	3105
hsa04940	Type I diabetes mellitus	3106
hsa04940	Type I diabetes mellitus	3107
hsa04940	Type I diabetes mellitus	3108
hsa04940	Type I diabetes mellitus	3109
hsa04940	Type I diabetes mellitus	3111
hsa04940	Type I diabetes mellitus	3112
hsa04940	Type I diabetes mellitus	3113
hsa04940	Type I diabetes mellitus	3115
hsa04940	Type I diabetes mellitus	3117
hsa04940	Type I diabetes mellitus	3118
hsa04940	Type I diabetes mellitus	3119
hsa04940	Type I diabetes mellitus	3122
hsa04940	Type I diabetes mellitus	3123
hsa04940	Type I diabetes mellitus	3125
hsa04940	Type I diabetes mellitus	3126
hsa04940	Type I diabetes mellitus	3127
hsa04940	Type I diabetes mellitus	3133
hsa04940	Type I diabetes mellitus	3134
hsa04940	Type I diabetes mellitus	3135
hsa04940	Type I diabetes mellitus	3329
hsa04940	Type I diabetes mellitus	3382
hsa04940	Type I diabetes mellitus	3458
hsa04940	Type I diabetes mellitus	355
hsa04940	Type I diabetes mellitus	3552
hsa04940	Type I diabetes mellitus	3553
hsa04940	Type I diabetes mellitus	3558
hsa04940	Type I diabetes mellitus	356
hsa04940	Type I diabetes mellitus	3592
hsa04940	Type I diabetes mellitus	3593
hsa04940	Type I diabetes mellitus	3630
hsa04940	Type I diabetes mellitus	4049
hsa04940	Type I diabetes mellitus	5551
hsa04940	Type I diabetes mellitus	5798
hsa04940	Type I diabetes mellitus	5799
hsa04940	Type I diabetes mellitus	7124
hsa04940	Type I diabetes mellitus	940
hsa04940	Type I diabetes mellitus	941
hsa04940	Type I diabetes mellitus	942
hsa04950	Maturity onset diabetes of the young	168620
hsa04950	Maturity onset diabetes of the young	222546
hsa04950	Maturity onset diabetes of the young	2494
hsa04950	Maturity onset diabetes of the young	2645
hsa04950	Maturity onset diabetes of the young	3087
hsa04950	Maturity onset diabetes of the young	3110
hsa04950	Maturity onset diabetes of the young	3170
hsa04950	Maturity onset diabetes of the young	3171
hsa04950	Maturity onset diabetes of the young	3172
hsa04950	Maturity onset diabetes of the young	3174
hsa04950	Maturity onset diabetes of the young	3175
hsa04950	Maturity onset diabetes of the young	3280
hsa04950	Maturity onset diabetes of the young	3375
hsa04950	Maturity onset diabetes of the young	3630
hsa04950	Maturity onset diabetes of the young	3651
hsa04950	Maturity onset diabetes of the young	389692
hsa04950	Maturity onset diabetes of the young	4760
hsa04950	Maturity onset diabetes of the young	4821
hsa04950	Maturity onset diabetes of the young	4825
hsa04950	Maturity onset diabetes of the young	50674
hsa04950	Maturity onset diabetes of the young	5078
hsa04950	Maturity onset diabetes of the young	5080
hsa04950	Maturity onset diabetes of the young	5313
hsa04950	Maturity onset diabetes of the young	6514
hsa04950	Maturity onset diabetes of the young	6927
hsa04950	Maturity onset diabetes of the young	6928
hsa04960	Aldosterone-regulated sodium reabsorption	23327
hsa04960	Aldosterone-regulated sodium reabsorption	23439
hsa04960	Aldosterone-regulated sodium reabsorption	2810
hsa04960	Aldosterone-regulated sodium reabsorption	3291
hsa04960	Aldosterone-regulated sodium reabsorption	3479
hsa04960	Aldosterone-regulated sodium reabsorption	3630
hsa04960	Aldosterone-regulated sodium reabsorption	3643
hsa04960	Aldosterone-regulated sodium reabsorption	3667
hsa04960	Aldosterone-regulated sodium reabsorption	3758
hsa04960	Aldosterone-regulated sodium reabsorption	3845
hsa04960	Aldosterone-regulated sodium reabsorption	4306
hsa04960	Aldosterone-regulated sodium reabsorption	476
hsa04960	Aldosterone-regulated sodium reabsorption	477
hsa04960	Aldosterone-regulated sodium reabsorption	478
hsa04960	Aldosterone-regulated sodium reabsorption	480
hsa04960	Aldosterone-regulated sodium reabsorption	481
hsa04960	Aldosterone-regulated sodium reabsorption	482
hsa04960	Aldosterone-regulated sodium reabsorption	483
hsa04960	Aldosterone-regulated sodium reabsorption	486
hsa04960	Aldosterone-regulated sodium reabsorption	5170
hsa04960	Aldosterone-regulated sodium reabsorption	5290
hsa04960	Aldosterone-regulated sodium reabsorption	5291
hsa04960	Aldosterone-regulated sodium reabsorption	5293
hsa04960	Aldosterone-regulated sodium reabsorption	5295
hsa04960	Aldosterone-regulated sodium reabsorption	5296
hsa04960	Aldosterone-regulated sodium reabsorption	53828
hsa04960	Aldosterone-regulated sodium reabsorption	5578
hsa04960	Aldosterone-regulated sodium reabsorption	5579
hsa04960	Aldosterone-regulated sodium reabsorption	5582
hsa04960	Aldosterone-regulated sodium reabsorption	5594
hsa04960	Aldosterone-regulated sodium reabsorption	5595
hsa04960	Aldosterone-regulated sodium reabsorption	6337
hsa04960	Aldosterone-regulated sodium reabsorption	6338
hsa04960	Aldosterone-regulated sodium reabsorption	6340
hsa04960	Aldosterone-regulated sodium reabsorption	6446
hsa04960	Aldosterone-regulated sodium reabsorption	8503
hsa04960	Aldosterone-regulated sodium reabsorption	9351
hsa04961	Endocrine and other factor-regulated calcium reabsorption	112
hsa04961	Endocrine and other factor-regulated calcium reabsorption	115
hsa04961	Endocrine and other factor-regulated calcium reabsorption	1173
hsa04961	Endocrine and other factor-regulated calcium reabsorption	1175
hsa04961	Endocrine and other factor-regulated calcium reabsorption	1211
hsa04961	Endocrine and other factor-regulated calcium reabsorption	1212
hsa04961	Endocrine and other factor-regulated calcium reabsorption	1213
hsa04961	Endocrine and other factor-regulated calcium reabsorption	160
hsa04961	Endocrine and other factor-regulated calcium reabsorption	161
hsa04961	Endocrine and other factor-regulated calcium reabsorption	163
hsa04961	Endocrine and other factor-regulated calcium reabsorption	1759
hsa04961	Endocrine and other factor-regulated calcium reabsorption	1785
hsa04961	Endocrine and other factor-regulated calcium reabsorption	2099
hsa04961	Endocrine and other factor-regulated calcium reabsorption	23236
hsa04961	Endocrine and other factor-regulated calcium reabsorption	23439
hsa04961	Endocrine and other factor-regulated calcium reabsorption	26052
hsa04961	Endocrine and other factor-regulated calcium reabsorption	2776
hsa04961	Endocrine and other factor-regulated calcium reabsorption	2778
hsa04961	Endocrine and other factor-regulated calcium reabsorption	3816
hsa04961	Endocrine and other factor-regulated calcium reabsorption	3817
hsa04961	Endocrine and other factor-regulated calcium reabsorption	476
hsa04961	Endocrine and other factor-regulated calcium reabsorption	477
hsa04961	Endocrine and other factor-regulated calcium reabsorption	478
hsa04961	Endocrine and other factor-regulated calcium reabsorption	480
hsa04961	Endocrine and other factor-regulated calcium reabsorption	481
hsa04961	Endocrine and other factor-regulated calcium reabsorption	482
hsa04961	Endocrine and other factor-regulated calcium reabsorption	483
hsa04961	Endocrine and other factor-regulated calcium reabsorption	486
hsa04961	Endocrine and other factor-regulated calcium reabsorption	490
hsa04961	Endocrine and other factor-regulated calcium reabsorption	491
hsa04961	Endocrine and other factor-regulated calcium reabsorption	492
hsa04961	Endocrine and other factor-regulated calcium reabsorption	493
hsa04961	Endocrine and other factor-regulated calcium reabsorption	5330
hsa04961	Endocrine and other factor-regulated calcium reabsorption	5331
hsa04961	Endocrine and other factor-regulated calcium reabsorption	5332
hsa04961	Endocrine and other factor-regulated calcium reabsorption	5566
hsa04961	Endocrine and other factor-regulated calcium reabsorption	5567
hsa04961	Endocrine and other factor-regulated calcium reabsorption	5568
hsa04961	Endocrine and other factor-regulated calcium reabsorption	5578
hsa04961	Endocrine and other factor-regulated calcium reabsorption	5579
hsa04961	Endocrine and other factor-regulated calcium reabsorption	5582
hsa04961	Endocrine and other factor-regulated calcium reabsorption	56302
hsa04961	Endocrine and other factor-regulated calcium reabsorption	5741
hsa04961	Endocrine and other factor-regulated calcium reabsorption	5745
hsa04961	Endocrine and other factor-regulated calcium reabsorption	624
hsa04961	Endocrine and other factor-regulated calcium reabsorption	6543
hsa04961	Endocrine and other factor-regulated calcium reabsorption	6546
hsa04961	Endocrine and other factor-regulated calcium reabsorption	6547
hsa04961	Endocrine and other factor-regulated calcium reabsorption	7421
hsa04961	Endocrine and other factor-regulated calcium reabsorption	793
hsa04961	Endocrine and other factor-regulated calcium reabsorption	8218
hsa04961	Endocrine and other factor-regulated calcium reabsorption	8766
hsa04961	Endocrine and other factor-regulated calcium reabsorption	9365
hsa04962	Vasopressin-regulated water reabsorption	10488
hsa04962	Vasopressin-regulated water reabsorption	10540
hsa04962	Vasopressin-regulated water reabsorption	10671
hsa04962	Vasopressin-regulated water reabsorption	109
hsa04962	Vasopressin-regulated water reabsorption	112
hsa04962	Vasopressin-regulated water reabsorption	115
hsa04962	Vasopressin-regulated water reabsorption	1385
hsa04962	Vasopressin-regulated water reabsorption	140735
hsa04962	Vasopressin-regulated water reabsorption	148327
hsa04962	Vasopressin-regulated water reabsorption	1639
hsa04962	Vasopressin-regulated water reabsorption	1778
hsa04962	Vasopressin-regulated water reabsorption	1780
hsa04962	Vasopressin-regulated water reabsorption	1781
hsa04962	Vasopressin-regulated water reabsorption	1783
hsa04962	Vasopressin-regulated water reabsorption	2778
hsa04962	Vasopressin-regulated water reabsorption	359
hsa04962	Vasopressin-regulated water reabsorption	360
hsa04962	Vasopressin-regulated water reabsorption	361
hsa04962	Vasopressin-regulated water reabsorption	396
hsa04962	Vasopressin-regulated water reabsorption	397
hsa04962	Vasopressin-regulated water reabsorption	398
hsa04962	Vasopressin-regulated water reabsorption	4905
hsa04962	Vasopressin-regulated water reabsorption	51143
hsa04962	Vasopressin-regulated water reabsorption	51164
hsa04962	Vasopressin-regulated water reabsorption	51626
hsa04962	Vasopressin-regulated water reabsorption	551
hsa04962	Vasopressin-regulated water reabsorption	554
hsa04962	Vasopressin-regulated water reabsorption	5566
hsa04962	Vasopressin-regulated water reabsorption	5567
hsa04962	Vasopressin-regulated water reabsorption	5568
hsa04962	Vasopressin-regulated water reabsorption	5868
hsa04962	Vasopressin-regulated water reabsorption	5869
hsa04962	Vasopressin-regulated water reabsorption	5878
hsa04962	Vasopressin-regulated water reabsorption	64764
hsa04962	Vasopressin-regulated water reabsorption	6810
hsa04962	Vasopressin-regulated water reabsorption	6844
hsa04962	Vasopressin-regulated water reabsorption	79659
hsa04962	Vasopressin-regulated water reabsorption	84516
hsa04962	Vasopressin-regulated water reabsorption	84699
hsa04962	Vasopressin-regulated water reabsorption	8655
hsa04962	Vasopressin-regulated water reabsorption	8766
